altitude_m,ax,ay,az,bax_true,bay_true,baz_true,beacon_id,beacon_x,beacon_y,beacon_z,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,range_m,sensor,time_s,valid,vx,vy,vz,x,y,z
,0.06428881068276078,0.3422518951867232,0.057110407452221124,0.036169909668047485,-0.024316457601553848,0.01983106826735249,,,,,,0.0007430997605696346,0.002479389533267995,0.027309201404186568,0.0,0.0,inertial,,3.7333333333,,imu,3.7333333333,1.0,,,,,,
,0.10443649140748176,0.3362068639698128,-0.011768778889052187,0.036172924567573414,-0.024251087409031116,0.019532343323144376,,,,,,-0.002990079458490443,0.0014572039233543906,0.026171072079014666,0.0,0.0,inertial,,3.8,,imu,3.8,1.0,,,,,,
,0.18829232936601853,0.4590488814594351,0.1131602517420842,0.035897898549078086,-0.02418059346771447,0.019608504000411565,,,,,,-0.0004421746959001528,0.0028921783833164103,0.02702162566807407,0.0,0.0,inertial,,3.8666666667,,imu,3.8666666667,1.0,,,,,,
,-0.02477250438634454,0.23113816119487307,0.024051448984827955,0.03595298519433796,-0.024221222850690453,0.019398109109648516,,,,,,-0.003336003070357106,-0.0028104779507462196,0.030987629347830357,0.0,0.0,inertial,,3.9333333333,,imu,3.9333333333,1.0,,,,,,
,-0.015554118494139235,0.37760898157141337,0.01235838620178785,0.035811983325298655,-0.02425604687787564,0.0194848670702725,,,,,,-0.0006635847059746357,-0.0008956380718044511,0.03226704592393812,0.0,0.0,inertial,,4.0,,imu,4.0,1.0,,,,,,
,,,,,,,,,,,,,,,0.0,0.0,position_velocity,0.0,4.0,,gps,4.0,1.0,11.727076673159074,1.7515454682713112,0.017579486773659406,65.46967330741496,-2.7098508964348578,86.11188013318981
85.8476726001724,,,,,,,,,,,0.022703802728286253,,,,0.0,0.0,altitude,,4.0,,barometer,4.0,1.0,,,,,,
,,,,,,,0.0,0.0,0.0,85.0,,,,,0.0,0.0,range,,4.0,64.42806398079323,range_beacon,4.0,1.0,,,,,,
,,,,,,,1.0,180.0,-60.0,90.0,,,,,0.0,0.0,range,,4.0,128.33959996562672,range_beacon,4.0,1.0,,,,,,
,,,,,,,2.0,80.0,160.0,80.0,,,,,0.0,0.0,range,,4.0,168.05633558996809,range_beacon,4.0,1.0,,,,,,
,0.056612052647056446,0.4669551028982522,-0.12866749908244357,0.03574695060682483,-0.024280957467814973,0.0196753113501616,,,,,,-0.0038773187538816067,-0.0003435618141002533,0.030839131562636693,0.0,0.0,inertial,,4.0666666667,,imu,4.0666666667,1.0,,,,,,
