accepted,effective_sample_size,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,799.9999999999995,55.0,0.8213768308241716,4.3333333333,8.237333827882566,-2.3574135831203336,,,2.3574135831203336,0.0,0.0,barometer_particle,0.0,4.3333333333
1.0,568.6765539629735,55.0,0.8096961050811909,4.6666666667,2.3838825624491418,-1.250156774451554,,,1.250156774451554,0.0,0.0,barometer_particle,0.0,4.6666666667
1.0,799.9999999999995,55.0,4.226628792299219,5.0,3.506954546018187,4.4773353031171155,0.08891011879309951,-1.0232549446143508,4.593635500063142,0.0,0.0,gps_particle,0.0,5.0
1.0,799.9999999999995,55.0,0.8128984042773628,5.0,11.29769897902946,-2.7323181721222056,,,2.7323181721222056,0.0,0.0,barometer_particle,0.0,5.0
1.0,736.5055470875045,55.0,1.0639678467154008,5.0,0.51406965913139,0.7628505958467713,,,0.7628505958467713,0.0,0.0,range_particle,0.0,5.0
1.0,799.9999999999995,55.0,1.0741542292267012,5.0,3.2978139756614233,-1.9506516516510146,,,1.9506516516510146,0.0,0.0,range_particle,0.0,5.0
1.0,565.1074363016619,55.0,1.0707300771988004,5.0,2.4627326006675943,1.6803069823391468,,,1.6803069823391468,0.0,0.0,range_particle,0.0,5.0
1.0,799.9999999999995,55.0,0.8115987533570355,5.3333333333,5.949278854931657,-1.9795821728353218,,,1.9795821728353218,0.0,0.0,barometer_particle,0.0,5.3333333333
1.0,799.9999999999995,55.0,0.7963506026076737,5.6666666667,15.00616340549708,-3.0848862065498537,,,3.0848862065498537,0.0,0.0,barometer_particle,0.0,5.6666666667
1.0,799.9999999999995,55.0,4.209392427959364,6.0,4.743456152788913,-2.2961085093462827,-2.330625522356762,-4.13265699065758,5.270937621959123,0.0,0.0,gps_particle,0.0,6.0
1.0,799.9999999999995,55.0,0.7945667106432762,6.0,10.360124324036365,-2.5574835521768478,,,2.5574835521768478,0.0,0.0,barometer_particle,0.0,6.0
1.0,788.2970940508914,55.0,1.0602318185222832,6.0,0.0685781652758868,0.27764749825976764,,,0.27764749825976764,0.0,0.0,range_particle,0.0,6.0
1.0,539.7876462724058,55.0,1.0547590119321628,6.0,3.2229799626371705,-1.8935729781799608,,,1.8935729781799608,0.0,0.0,range_particle,0.0,6.0
1.0,595.6778716430192,55.0,1.05418432807437,6.0,1.421138858233664,-1.2567092531380695,,,1.2567092531380695,0.0,0.0,range_particle,0.0,6.0
1.0,799.9999999999995,55.0,0.7929747379917667,6.3333333333,20.29419731147817,-3.572278348617317,,,3.572278348617317,0.0,0.0,barometer_particle,0.0,6.3333333333
1.0,799.9999999999995,55.0,0.7858180687031834,6.6666666667,33.42268466772663,-4.542999367066088,,,4.542999367066088,0.0,0.0,barometer_particle,0.0,6.6666666667
1.0,799.9999999999995,55.0,4.198717099234025,7.0,9.42922990436958,-1.873328120413504,-5.867296655400413,-4.190525507876629,7.449498796655352,0.0,0.0,gps_particle,0.0,7.0
1.0,494.5986388331236,55.0,0.7786354359324469,7.0,6.752674635403839,-2.023354953713209,,,2.023354953713209,0.0,0.0,barometer_particle,0.0,7.0
1.0,484.29403906836524,55.0,1.0570745062307458,7.0,1.1788531751617095,-1.1477186999831446,,,1.1477186999831446,0.0,0.0,range_particle,0.0,7.0
1.0,498.7526402551984,55.0,1.051401332823182,7.0,1.1229991610568053,-1.1141873904619786,,,1.1141873904619786,0.0,0.0,range_particle,0.0,7.0
1.0,799.9999999999995,55.0,1.0412568016348414,7.0,14.168006818779409,3.9193335929041666,,,3.9193335929041666,0.0,0.0,range_particle,0.0,7.0
1.0,799.9999999999995,55.0,0.7878499864423217,7.3333333333,40.92533431006352,-5.040105761324469,,,5.040105761324469,0.0,0.0,barometer_particle,0.0,7.3333333333
1.0,799.9999999999995,55.0,0.7788445726950437,7.6666666667,24.835870885319725,-3.881418706500739,,,3.881418706500739,0.0,0.0,barometer_particle,0.0,7.6666666667
1.0,799.9999999999995,55.0,4.214412618054169,8.0,2.185931323680367,1.7799994893623534,-1.4613341282831094,-2.7451740103613247,3.583277265825026,0.0,0.0,gps_particle,0.0,8.0
1.0,799.9999999999995,55.0,0.7948014335693728,8.0,48.17396452203863,-5.516515413945811,,,5.516515413945811,0.0,0.0,barometer_particle,0.0,8.0
1.0,738.5659829804047,55.0,1.074255929298919,8.0,0.6187571511006387,0.8450217259429564,,,0.8450217259429564,0.0,0.0,range_particle,0.0,8.0
1.0,799.9999999999995,55.0,1.082476817589497,8.0,2.7166372565848893,-1.784162596263542,,,1.784162596263542,0.0,0.0,range_particle,0.0,8.0
1.0,799.9999999999995,55.0,1.0711052793412417,8.0,16.14672333609409,4.304020804090413,,,4.304020804090413,0.0,0.0,range_particle,0.0,8.0
1.0,799.9999999999995,55.0,0.8054338599875367,8.3333333333,25.078233415636337,-4.033465562197847,,,4.033465562197847,0.0,0.0,barometer_particle,0.0,8.3333333333
1.0,799.9999999999995,55.0,0.788967881892254,8.6666666667,30.128717860364993,-4.330615730734465,,,4.330615730734465,0.0,0.0,barometer_particle,0.0,8.6666666667
1.0,799.9999999999995,55.0,4.196862864695216,9.0,6.16006033387958,2.3595707468620617,-3.8013466798339337,-4.026621389865269,6.01925996340515,0.0,0.0,gps_particle,0.0,9.0
1.0,799.9999999999995,55.0,0.8119589590877418,9.0,9.66068121451547,-2.523701314004356,,,2.523701314004356,0.0,0.0,barometer_particle,0.0,9.0
1.0,735.5763079129478,55.0,1.0705118108256089,9.0,0.7901296499530517,0.9515697833528094,,,0.9515697833528094,0.0,0.0,range_particle,0.0,9.0
1.0,799.9999999999995,55.0,1.0560178495423451,9.0,12.206827294124162,-3.689543703654209,,,3.689543703654209,0.0,0.0,range_particle,0.0,9.0
1.0,576.1741614947035,55.0,1.0551170255965703,9.0,4.171190903508388,2.1549175807165,,,2.1549175807165,0.0,0.0,range_particle,0.0,9.0
1.0,799.9999999999995,55.0,0.7931179442994826,9.3333333333,53.09111249825875,-5.778946698781638,,,5.778946698781638,0.0,0.0,barometer_particle,0.0,9.3333333333
1.0,799.9999999999995,55.0,0.7774065328567564,9.6666666667,45.49545183215893,-5.243631661697066,,,5.243631661697066,0.0,0.0,barometer_particle,0.0,9.6666666667
1.0,799.9999999999995,55.0,4.198421311579418,10.0,12.7623652904822,-0.8366690744983032,-7.648177251456172,-3.9792024522331815,8.661909868254927,0.0,0.0,gps_particle,0.0,10.0
1.0,799.9999999999995,55.0,0.7730473302161907,10.0,53.74336053931628,-5.667199408605995,,,5.667199408605995,0.0,0.0,barometer_particle,0.0,10.0
1.0,713.2973869468877,55.0,1.0533324376320163,10.0,0.9444931199578872,1.0236815074798926,,,1.0236815074798926,0.0,0.0,range_particle,0.0,10.0
1.0,799.9999999999995,55.0,1.060180879416129,10.0,8.998061100138376,-3.1802000223679414,,,3.1802000223679414,0.0,0.0,range_particle,0.0,10.0
1.0,799.9999999999995,55.0,1.0622256817030953,10.0,24.265357174016373,5.232510896440743,,,5.232510896440743,0.0,0.0,range_particle,0.0,10.0
0.0,799.9999999999995,55.0,0.7834987335975026,10.3333333333,87.78896044267246,-7.341051182167604,,,7.341051182167604,0.0,0.0,barometer_particle,0.0,10.3333333333
0.0,799.9999999999995,55.0,0.7747202718802327,10.6666666667,85.76956594264166,-7.174828528159296,,,7.174828528159296,0.0,0.0,barometer_particle,0.0,10.6666666667
1.0,799.9999999999995,55.0,4.183642706535241,11.0,11.234462604936102,2.4884094146925406,-5.044408888068528,-5.817641269913693,8.092168583918543,0.0,0.0,gps_particle,0.0,11.0
0.0,799.9999999999995,55.0,0.7719793774899043,11.0,130.17940607130132,-8.80799058472698,,,8.80799058472698,0.0,0.0,barometer_particle,0.0,11.0
1.0,730.6418055508971,55.0,1.0385505919265305,11.0,1.3553900597665103,1.209093275297903,,,1.209093275297903,0.0,0.0,range_particle,0.0,11.0
1.0,799.9999999999995,55.0,1.0429939814703375,11.0,10.379924024995528,-3.360306482257286,,,3.360306482257286,0.0,0.0,range_particle,0.0,11.0
1.0,526.9086709791659,55.0,1.031937655493127,11.0,5.922225932794554,2.511284672909113,,,2.511284672909113,0.0,0.0,range_particle,0.0,11.0
0.0,799.9999999999995,55.0,0.7800323342394955,11.3333333333,76.32125452723764,-6.814521339472975,,,6.814521339472975,0.0,0.0,barometer_particle,0.0,11.3333333333
0.0,799.9999999999995,55.0,0.7765891200044869,11.6666666667,85.19840863562436,-7.168149315308824,,,7.168149315308824,0.0,0.0,barometer_particle,0.0,11.6666666667
0.0,799.9999999999995,55.0,0.7710312804681899,12.0,79.00617016249186,-6.853343541407753,,,6.853343541407753,0.0,0.0,barometer_particle,0.0,12.0
1.0,455.01297849279257,55.0,1.047205919166463,12.0,5.48684878445243,2.4529776093797295,,,2.4529776093797295,0.0,0.0,range_particle,0.0,12.0
1.0,799.9999999999995,55.0,1.0597883042850644,12.0,22.79423528254794,-5.059780019733566,,,5.059780019733566,0.0,0.0,range_particle,0.0,12.0
1.0,799.9999999999995,55.0,1.0584203327922774,12.0,7.077670081301815,2.8158099002480412,,,2.8158099002480412,0.0,0.0,range_particle,0.0,12.0
0.0,799.9999999999995,55.0,0.7828121102298895,12.3333333333,69.58599386941363,-6.530079263731849,,,6.530079263731849,0.0,0.0,barometer_particle,0.0,12.3333333333
0.0,799.9999999999995,55.0,0.7800115381938636,12.6666666667,110.88501635624581,-8.213673955660397,,,8.213673955660397,0.0,0.0,barometer_particle,0.0,12.6666666667
0.0,799.9999999999995,55.0,0.7705180902127274,13.0,161.29099386119444,-9.785609894790213,,,9.785609894790213,0.0,0.0,barometer_particle,0.0,13.0
1.0,781.5506301166008,55.0,1.0276974736908815,13.0,0.3164684871785604,-0.5781366803699655,,,0.5781366803699655,0.0,0.0,range_particle,0.0,13.0
1.0,799.9999999999995,55.0,1.0356446447695338,13.0,35.34974550493051,-6.1574927558048245,,,6.1574927558048245,0.0,0.0,range_particle,0.0,13.0
1.0,799.9999999999995,55.0,1.038197197283644,13.0,35.374167623063,6.174801014446189,,,6.174801014446189,0.0,0.0,range_particle,0.0,13.0
0.0,799.9999999999995,55.0,0.7773255516493929,13.3333333333,85.83236185732108,-7.201591373014892,,,7.201591373014892,0.0,0.0,barometer_particle,0.0,13.3333333333
0.0,799.9999999999995,55.0,0.7685792312339803,13.6666666667,127.54120729128736,-8.679883705876037,,,8.679883705876037,0.0,0.0,barometer_particle,0.0,13.6666666667
0.0,799.9999999999995,55.0,0.7736489360359738,14.0,93.99101303335787,-7.500446158221948,,,7.500446158221948,0.0,0.0,barometer_particle,0.0,14.0
1.0,799.9999999999995,55.0,1.0734189385045663,14.0,7.43171684674863,-2.9262661969809187,,,2.9262661969809187,0.0,0.0,range_particle,0.0,14.0
1.0,799.9999999999995,55.0,1.0572848071922307,14.0,49.98784505023024,-7.475223792719049,,,7.475223792719049,0.0,0.0,range_particle,0.0,14.0
1.0,799.9999999999995,55.0,1.050801152396686,14.0,21.881712410613726,4.915426350652581,,,4.915426350652581,0.0,0.0,range_particle,0.0,14.0
0.0,799.9999999999995,55.0,0.7698133099035698,14.3333333333,219.25675182296092,-11.398872702107624,,,11.398872702107624,0.0,0.0,barometer_particle,0.0,14.3333333333
0.0,799.9999999999995,55.0,0.7696345895048823,14.6666666667,175.49732156863536,-10.195765170109496,,,10.195765170109496,0.0,0.0,barometer_particle,0.0,14.6666666667
0.0,799.9999999999995,55.0,0.77135619821294,15.0,233.50008651370487,-11.786870079058204,,,11.786870079058204,0.0,0.0,barometer_particle,0.0,15.0
1.0,764.709245779878,55.0,1.019017950499579,15.0,1.009217812712527,1.0237037354067127,,,1.0237037354067127,0.0,0.0,range_particle,0.0,15.0
0.0,799.9999999999995,55.0,1.0377684907174687,15.0,78.98858257450308,-9.223221543252237,,,9.223221543252237,0.0,0.0,range_particle,0.0,15.0
1.0,799.9999999999995,55.0,1.0416842423715977,15.0,54.970245052929975,7.723247119630855,,,7.723247119630855,0.0,0.0,range_particle,0.0,15.0
0.0,799.9999999999995,55.0,0.7697904501870869,15.3333333333,220.06111064207775,-11.419423232606334,,,11.419423232606334,0.0,0.0,barometer_particle,0.0,15.3333333333
0.0,799.9999999999995,55.0,0.7724072336520204,15.6666666667,169.87359953482107,-10.067213454039276,,,10.067213454039276,0.0,0.0,barometer_particle,0.0,15.6666666667
1.0,799.9999999999995,55.0,4.190101576298974,16.0,49.46847232684841,0.6736616793095891,-12.39806203986371,-11.593814176449612,16.987709956333834,0.0,0.0,gps_particle,0.0,16.0
0.0,799.9999999999995,55.0,0.768037218895211,16.0,225.45426760957162,-11.532182233676096,,,11.532182233676096,0.0,0.0,barometer_particle,0.0,16.0
1.0,446.4193771771407,55.0,1.0313098734190187,16.0,8.625623625367991,-3.0288964595129926,,,3.0288964595129926,0.0,0.0,range_particle,0.0,16.0
0.0,799.9999999999995,55.0,1.0390893698021921,16.0,142.39671804584657,-12.399463422153616,,,12.399463422153616,0.0,0.0,range_particle,0.0,16.0
1.0,799.9999999999995,55.0,1.0314788614833061,16.0,31.70729608524297,5.808178251522463,,,5.808178251522463,0.0,0.0,range_particle,0.0,16.0
0.0,799.9999999999995,55.0,0.7682920753841758,16.3333333333,239.34945147240478,-11.886187365979225,,,11.886187365979225,0.0,0.0,barometer_particle,0.0,16.3333333333
0.0,799.9999999999995,55.0,0.7651745538913517,16.6666666667,297.5937294008353,-13.199953672478316,,,13.199953672478316,0.0,0.0,barometer_particle,0.0,16.6666666667
1.0,799.9999999999995,55.0,4.185448713856453,17.0,51.656539184489034,-0.901915287868519,-13.590636972549987,-10.7088017342777,17.326202673702127,0.0,0.0,gps_particle,0.0,17.0
0.0,799.9999999999995,55.0,0.7650898251228889,17.0,334.439042869717,-13.991713774048549,,,13.991713774048549,0.0,0.0,barometer_particle,0.0,17.0
1.0,600.1147752679175,55.0,1.0262956355656105,17.0,4.645686705490463,-2.212062743962889,,,2.212062743962889,0.0,0.0,range_particle,0.0,17.0
0.0,799.9999999999995,55.0,1.0329194897064249,17.0,75.55699759990519,-8.978500642304482,,,8.978500642304482,0.0,0.0,range_particle,0.0,17.0
1.0,799.9999999999995,55.0,1.0396151661252935,17.0,45.454658129868754,7.009092707417238,,,7.009092707417238,0.0,0.0,range_particle,0.0,17.0
0.0,799.9999999999995,55.0,0.7629699671873856,17.3333333333,468.8896914333142,-16.52124553254457,,,16.52124553254457,0.0,0.0,barometer_particle,0.0,17.3333333333
0.0,799.9999999999995,55.0,0.7665779147347423,17.6666666667,370.6377303347311,-14.758122702447238,,,14.758122702447238,0.0,0.0,barometer_particle,0.0,17.6666666667
0.0,799.9999999999995,55.0,4.181196570606767,18.0,83.23837753401838,5.444852051589663,-13.62064995255875,-16.453959048814113,22.043168723527266,0.0,0.0,gps_particle,0.0,18.0
0.0,799.9999999999995,55.0,0.7662589711706889,18.0,496.5142423688285,-17.074241800399932,,,17.074241800399932,0.0,0.0,barometer_particle,0.0,18.0
1.0,551.0073085330356,55.0,1.0211170869030028,18.0,11.726097928086435,-3.496651115115071,,,3.496651115115071,0.0,0.0,range_particle,0.0,18.0
0.0,799.9999999999995,55.0,1.0310156952428249,18.0,88.62399555604448,-9.706014586471582,,,9.706014586471582,0.0,0.0,range_particle,0.0,18.0
1.0,799.9999999999995,55.0,1.0367734218882412,18.0,26.77263298222708,5.364501827364592,,,5.364501827364592,0.0,0.0,range_particle,0.0,18.0
0.0,799.9999999999995,55.0,0.7649845208599185,18.3333333333,421.8879549495974,-15.712714180829849,,,15.712714180829849,0.0,0.0,barometer_particle,0.0,18.3333333333
0.0,799.9999999999995,55.0,0.7656955021246575,18.6666666667,404.91213978259856,-15.407653204416064,,,15.407653204416064,0.0,0.0,barometer_particle,0.0,18.6666666667
0.0,799.9999999999995,55.0,4.187932304879784,19.0,72.89333306809611,0.013891901519457406,-12.262699842431502,-16.53803121156338,20.58835779670496,0.0,0.0,gps_particle,0.0,19.0
0.0,799.9999999999995,55.0,0.7656828970840699,19.0,562.7833801600433,-18.16433815185941,,,18.16433815185941,0.0,0.0,barometer_particle,0.0,19.0
1.0,799.9999999999995,55.0,1.0333199495541123,19.0,17.03091830566067,-4.264359862044103,,,4.264359862044103,0.0,0.0,range_particle,0.0,19.0
0.0,799.9999999999995,55.0,1.0360515200004685,19.0,141.9624372497053,-12.34434570311393,,,12.34434570311393,0.0,0.0,range_particle,0.0,19.0
1.0,799.9999999999995,55.0,1.0434859411019004,19.0,44.37129102847124,6.950845490848707,,,6.950845490848707,0.0,0.0,range_particle,0.0,19.0
0.0,799.9999999999995,55.0,0.7630782681123753,19.3333333333,672.8828984424532,-19.79423995595573,,,19.79423995595573,0.0,0.0,barometer_particle,0.0,19.3333333333
0.0,799.9999999999995,55.0,0.7642473160027854,19.6666666667,489.8285062996739,-16.914374815637984,,,16.914374815637984,0.0,0.0,barometer_particle,0.0,19.6666666667
0.0,799.9999999999995,55.0,4.185103278444971,20.0,77.26315556377315,0.4151036355687552,-13.632717976102597,-16.167805805798025,21.152334505160646,0.0,0.0,gps_particle,0.0,20.0
0.0,799.9999999999995,55.0,0.7633889241031757,20.0,682.7835226331212,-19.94744932681816,,,19.94744932681816,0.0,0.0,barometer_particle,0.0,20.0
1.0,799.9999999999995,55.0,1.0723569948073406,20.0,16.602869892309133,-4.369492228495062,,,4.369492228495062,0.0,0.0,range_particle,0.0,20.0
0.0,799.9999999999995,55.0,1.0504527581861056,20.0,121.35798618506294,-11.572060787593585,,,11.572060787593585,0.0,0.0,range_particle,0.0,20.0
1.0,799.9999999999995,55.0,1.057590081812382,20.0,31.580477956582087,5.94328721681444,,,5.94328721681444,0.0,0.0,range_particle,0.0,20.0
0.0,799.9999999999995,55.0,0.7647430107231187,20.3333333333,726.3759486852468,-20.610866215958424,,,20.610866215958424,0.0,0.0,barometer_particle,0.0,20.3333333333
0.0,799.9999999999995,55.0,0.7639367501396283,20.6666666667,860.0563506501676,-22.40375714622938,,,22.40375714622938,0.0,0.0,barometer_particle,0.0,20.6666666667
0.0,799.9999999999995,55.0,4.185084689978178,21.0,504.60424748828876,35.43410148656858,-39.67196412298085,-11.031050912042545,54.32425213253834,0.0,1.0,gps_particle,0.0,21.0
0.0,799.9999999999995,55.0,0.7633524067996486,21.0,797.6068296673478,-21.558548205178383,,,21.558548205178383,0.0,0.0,barometer_particle,0.0,21.0
1.0,799.9999999999995,55.0,1.0365141883001612,21.0,25.32281570248183,-5.215923923764933,,,5.215923923764933,0.0,0.0,range_particle,0.0,21.0
0.0,799.9999999999995,55.0,1.0406717510407673,21.0,172.0793409025458,-13.651429569158779,,,13.651429569158779,0.0,0.0,range_particle,0.0,21.0
1.0,663.2432731428736,55.0,1.030423041523743,21.0,2.321531378275877,1.570011525205274,,,1.570011525205274,0.0,0.0,range_particle,0.0,21.0
0.0,799.9999999999995,55.0,0.7627124517504354,21.3333333333,952.4952241424638,-23.539229326840314,,,23.539229326840314,0.0,0.0,barometer_particle,0.0,21.3333333333
0.0,799.9999999999995,55.0,0.7640187689510138,21.6666666667,905.402565667504,-22.989254496181303,,,22.989254496181303,0.0,0.0,barometer_particle,0.0,21.6666666667
0.0,799.9999999999995,55.0,4.187216845463443,22.0,158.58661259329392,3.057760725013395,-16.817294503366767,-25.099537716273986,30.367055975762035,0.0,0.0,gps_particle,0.0,22.0
0.0,799.9999999999995,55.0,0.7628230395581287,22.0,917.095202635144,-23.10101235561787,,,23.10101235561787,0.0,0.0,barometer_particle,0.0,22.0
1.0,460.47393624517076,55.0,1.014741830967632,22.0,15.75347319091272,-4.02757580170362,,,4.02757580170362,0.0,0.0,range_particle,0.0,22.0
0.0,799.9999999999995,55.0,1.023050886355478,22.0,147.06997313491678,-12.406784606131055,,,12.406784606131055,0.0,0.0,range_particle,0.0,22.0
1.0,507.1257888466584,55.0,1.02323603522403,22.0,9.720589666663086,3.1902310058072487,,,3.1902310058072487,0.0,0.0,range_particle,0.0,22.0
0.0,799.9999999999995,55.0,0.7630512523918977,22.3333333333,1152.2184960073835,-25.901274272947347,,,25.901274272947347,0.0,0.0,barometer_particle,0.0,22.3333333333
0.0,799.9999999999995,55.0,0.7632892035687882,22.6666666667,1137.5300448505564,-25.743675803320457,,,25.743675803320457,0.0,0.0,barometer_particle,0.0,22.6666666667
0.0,799.9999999999995,55.0,4.196549016120381,23.0,159.78448307544298,5.045957133651257,-16.7367701808204,-25.06690750912192,30.56028487352691,0.0,0.0,gps_particle,0.0,23.0
0.0,799.9999999999995,55.0,0.7639858970912851,23.0,1215.0529346737858,-26.630722005349853,,,26.630722005349853,0.0,0.0,barometer_particle,0.0,23.0
1.0,799.9999999999995,55.0,1.026464331056942,23.0,36.57420714010665,-6.207708605721564,,,6.207708605721564,0.0,0.0,range_particle,0.0,23.0
0.0,799.9999999999995,55.0,1.0381679366185979,23.0,185.25751940851728,-14.130435077687366,,,14.130435077687366,0.0,0.0,range_particle,0.0,23.0
1.0,799.9999999999995,55.0,1.0488984771706826,23.0,12.478728962451331,3.7052595121058403,,,3.7052595121058403,0.0,0.0,range_particle,0.0,23.0
0.0,799.9999999999995,55.0,0.7623487819992204,23.3333333333,1424.1817432154307,-28.76977184974035,,,28.76977184974035,0.0,0.0,barometer_particle,0.0,23.3333333333
0.0,799.9999999999995,55.0,0.7619125290774875,23.6666666667,1373.8223424647917,-28.24037132191758,,,28.24037132191758,0.0,0.0,barometer_particle,0.0,23.6666666667
0.0,799.9999999999995,55.0,4.179610550925562,24.0,217.5922805178596,2.180124245151319,-19.427248765966738,-29.69261346602275,35.55027750639491,0.0,0.0,gps_particle,0.0,24.0
0.0,799.9999999999995,55.0,0.7622916584461009,24.0,1550.3487359023502,-30.014828566548147,,,30.014828566548147,0.0,0.0,barometer_particle,0.0,24.0
1.0,799.9999999999995,55.0,1.0290159076437144,24.0,35.42206702277141,-6.1243364148779165,,,6.1243364148779165,0.0,0.0,range_particle,0.0,24.0
0.0,799.9999999999995,55.0,1.024574356346996,24.0,257.5851813917095,-16.443865631201447,,,16.443865631201447,0.0,0.0,range_particle,0.0,24.0
