accepted,alpha,beta,gamma,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
0.0,,,,220.0,449.5018177850184,26.0,1183.5941676663576,-15464.392380423227,,,15464.392380423227,0.0,0.0,range_alpha_beta_gamma,0.0,26.0
0.0,,,,220.0,449.5018177850184,26.0,1228.4779691360752,-15754.881413465151,,,15754.881413465151,0.0,0.0,range_alpha_beta_gamma,0.0,26.0
0.0,,,,220.0,449.5018177850184,26.0,1197.6043839882352,-15555.649208614384,,,15555.649208614384,0.0,0.0,range_alpha_beta_gamma,0.0,26.0
1.0,,,,55.0,790.8740145615899,26.3333333333,2.7185077845438024e-07,0.41235626457242347,,,0.41235626457242347,0.0,0.0,barometer_alpha_beta_gamma,0.0,26.3333333333
1.0,,,,55.0,841.6089369612979,26.6666666667,5.237577545043915e-07,0.6090817285154202,,,0.6090817285154202,0.0,0.0,barometer_alpha_beta_gamma,0.0,26.6666666667
0.0,,,,220.0,1000.2357274667914,27.0,9085.180552957683,13944.147912537152,-9133.677610016439,-2.139672326461948,16669.233103794173,0.0,0.0,gps_alpha_beta_gamma,0.0,27.0
1.0,,,,55.0,895.5796626971006,27.0,1.687021393742262e-07,0.3678447125909088,,,0.3678447125909088,0.0,0.0,barometer_alpha_beta_gamma,0.0,27.0
0.0,,,,220.0,536.4147420652567,27.0,896.0294066173611,-16056.904942588004,,,16056.904942588004,0.0,0.0,range_alpha_beta_gamma,0.0,27.0
0.0,,,,220.0,536.4147420652567,27.0,928.835131468511,-16348.20299130698,,,16348.20299130698,0.0,0.0,range_alpha_beta_gamma,0.0,27.0
0.0,,,,220.0,536.4147420652567,27.0,906.4178446000383,-16149.717444485756,,,16149.717444485756,0.0,0.0,range_alpha_beta_gamma,0.0,27.0
1.0,,,,55.0,952.9915515721817,27.3333333333,1.6754012862138924e-07,-0.39007531944236007,,,0.39007531944236007,0.0,0.0,barometer_alpha_beta_gamma,0.0,27.3333333333
1.0,,,,55.0,1014.0629417624185,27.6666666667,4.400471659223166e-06,-2.127230377204029,,,2.127230377204029,0.0,0.0,barometer_alpha_beta_gamma,0.0,27.6666666667
0.0,,,,220.0,1196.983748761569,28.0,8632.812953271065,14460.893739327372,-9474.849467349459,1.2390500913045344,17288.441852992277,0.0,0.0,gps_alpha_beta_gamma,0.0,28.0
1.0,,,,55.0,1079.025966901232,28.0,1.17017413011812e-06,-1.1672318847426055,,,1.1672318847426055,0.0,0.0,barometer_alpha_beta_gamma,0.0,28.0
0.0,,,,220.0,641.2313951037985,28.0,674.3780211588643,-16652.00303460317,,,16652.00303460317,0.0,0.0,range_alpha_beta_gamma,0.0,28.0
0.0,,,,220.0,641.2313951037985,28.0,698.0345805621744,-16941.554084519288,,,16941.554084519288,0.0,0.0,range_alpha_beta_gamma,0.0,28.0
0.0,,,,220.0,641.2313951037985,28.0,682.0203410269557,-16746.090785202803,,,16746.090785202803,0.0,0.0,range_alpha_beta_gamma,0.0,28.0
