accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_3,residual_4,residual_5,residual_norm,sensor_is_dropout,sensor_is_outlier,source,sqrt_condition,stale_s,time_s
1.0,55.0,0.819800559029559,16.6666666667,0.3151713921978529,-0.4602370795421393,,,,,,0.4602370795421393,0.0,0.0,barometer_altitude,93.46170299105853,0.0,16.6666666667
1.0,55.0,4.590988898703393,17.0,7.536850016896471,-1.699546430406059,-2.036684080285056,2.6757076265064796,-0.8364317962524908,-0.04193012745789915,-0.08207075994757917,3.8605781056140644,0.0,0.0,gps_position_velocity,79.18698373853697,0.0,17.0
1.0,55.0,0.8130281535608788,17.0,0.7579847115582105,-0.7078411518157566,,,,,,0.7078411518157566,0.0,0.0,barometer_altitude,79.18698378038452,0.0,17.0
0.0,0.0,0.0,17.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,17.0
0.0,0.0,0.0,17.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,17.0
0.0,0.0,0.0,17.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,17.0
1.0,55.0,0.8136114906350199,17.3333333333,9.0505087399066,-2.4476739712335274,,,,,,2.4476739712335274,0.0,0.0,barometer_altitude,82.73951512381835,0.0,17.3333333333
1.0,55.0,0.8142633067191759,17.6666666667,0.024230608682388546,0.12674972522279404,,,,,,0.12674972522279404,0.0,0.0,barometer_altitude,86.5278781018084,0.0,17.6666666667
1.0,55.0,4.512332726201348,18.0,4.2217008748914555,5.108050237368957,-0.532552679585379,-0.767606271527697,0.22376279484470452,0.14693343258771385,0.05461220845612802,5.199966412140414,0.0,0.0,gps_position_velocity,76.78991035878855,0.0,18.0
1.0,55.0,0.8091438193805431,18.0,3.1367727169905244,-1.4330694804233985,,,,,,1.4330694804233985,0.0,0.0,barometer_altitude,76.78991038409987,0.0,18.0
0.0,0.0,0.0,18.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,18.0
0.0,0.0,0.0,18.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,18.0
0.0,0.0,0.0,18.0,0.0,,,,,,,0.0,0.0,0.0,range_beacon_unsupported,,0.0,18.0
1.0,55.0,0.8099922770950775,18.3333333333,1.4979609655116,0.9913593941720222,,,,,,0.9913593941720222,0.0,0.0,barometer_altitude,79.90943659375422,0.0,18.3333333333
