ax,ay,az,pitch_rad,px,py,pz,roll_rad,time_s,vx,vy,vz,yaw_rad
0.0,0.0,0.0,0.00829178654945518,15.0,-10.0,85.0,0.0,0.0,12.0,1.2,0.1,0.09966865249116202
0.000719995680007776,0.006616554292917341,0.0003599913600622078,0.00829178654945518,15.8,-9.92,85.00666666666666,0.0006747006662743323,0.0666666667,12.0,1.2,0.1,0.09966865249116202
0.0014399654402488312,0.013232434358539918,0.0007199308819906287,0.0082937134058356,16.600001599990403,-9.839985296546015,85.01333413331412,0.0013493319663482272,0.1333333333,12.000047999712,1.2004411036195277,0.10002399942400415,0.09970465086841665
0.002159883361889553,0.019846966045577084,0.0010797667351160774,0.008297566716017191,17.400007999894402,-9.75992648422836,85.02000399978878,0.002023824542400651,0.2,12.000143997408017,1.201323265910097,0.10007199481613686,0.0997766422868745
0.0028797235279625147,0.026459475354737777,0.0014394471036974978,0.008303345674850946,18.20002239946241,-9.67979416213203,85.0266778655915,0.002698109053367887,0.2666666667,12.000287989632143,1.202646396979802,0.10014397926514461,0.09988461607433713
0.003599460024299479,0.033069288514708715,0.0017989201943833378,0.008311049074637266,19.000047998156838,-9.599558936832588,85.03335732964717,0.0033721161833184794,0.3333333333,12.000479971200674,1.2044103620034512,0.10023994240539111,0.10002855622227015
0.00431906694046431,0.03967573205810668,0.002158134243669706,0.008320675305155237,19.800087995036936,-9.519191425391215,85.04004399007464,0.004045776649823713,0.4,12.000719935202294,1.2066149812377651,0.10035987041835,0.10020844138552562
0.005038518370685742,0.04627813289739621,0.002517037525354224,0.008332222353702652,20.600145588643624,-9.438662258348568,85.0467394439564,0.004719021212322149,0.4666666667,12.001007872998326,1.209260030041639,0.10050374603459464,0.10042424488198294
0.005757788414789991,0.05287581840076416,0.002875578357984511,0.008345687805147564,21.400223976884337,-9.357942082717132,85.05344528710876,0.005391780680476741,0.5333333333,12.001343774223038,1.2123452389014653,0.10067154853628492,0.10067593469211737
0.006476851179133146,0.05946811646794241,0.0032337051123002237,0.008361068841992442,22.200326356917905,-9.2770015649717,85.06016311385198,0.006063985922523045,0.6,12.001727626784024,1.2158702934615162,0.10086325376015055,0.10096347345850785
0.007195680777533351,0.06605435560597013,0.003591366218667581,0.008378362244452152,23.00045592503946,-9.19581139403767,85.06689451678069,0.00673556787360706,0.6666666667,12.002159416862634,1.219834834559379,0.10107883410097057,0.10128681848529818
0.007914251332202697,0.07263386500488708,0.0039485101745053,0.008397564390547204,23.800615876565363,-9.114342284276809,85.07364108653458,0.007406457544111228,0.7333333333,12.002639128914469,1.2242384582664436,0.1013182585155484,0.1016459217376274
0.008632536974678823,0.07920597461334912,0.004305085551700885,0.008418671256213862,24.600809405718177,-9.032564978470146,85.08040441156933,0.008076586027967118,0.8,12.00316674566995,1.229080715933436,0.10158149252718209,0.10204072984104819
0.009350511846756174,0.08577001521415761,0.004661041004016176,0.008441678415433009,25.401039705511675,-8.950450250797665,85.08718607792792,0.008745884510953365,0.8666666667,12.003742248134929,1.2343611142409927,0.10186849823062881,0.10247118408095353
0.010068150101416895,0.09232531849969389,0.005016325274481128,0.008466581040379723,26.201309967635883,-8.867968909814456,85.09398766901221,0.009414284278977397,0.9333333333,12.004365615591379,1.24007911525527,0.10217923429756322,0.10293722040203475
0.010785425903761324,0.09887121714725036,0.005370887202774725,0.008493373901595797,27.0016233823422,-8.785091801422993,85.10081076535488,0.010081716726339503,1.0,12.00503682559814,1.246234136488583,0.10251365598252862,0.10343876940779559
0.011502313431938044,0.10540704489424961,0.00572467573259197,0.008522051368187601,27.80198313832853,-8.701789811841206,85.10765694439195,0.010748113363977822,1.0666666667,12.005755853991724,1.2528255509650663,0.10287171512938027,0.10397575636014958
0.01221878687807346,0.11193213661334299,0.006077639918995914,0.008552607408051822,28.602392422624494,-8.618033870565991,85.11452778023553,0.01141340582769283,1.1333333333,12.006522674887186,1.2598526872913496,0.10325336017821973,0.10454810117912965
0.012934820449200895,0.11844582838738019,0.006429728935753634,0.00858503558813185,29.402854420476704,-8.533794953331872,85.12142484344724,0.012077525886349905,1.2,12.007337260679058,1.2673148297322392,0.10365853617281946,0.10515571844274123
0.013650388368189114,0.12494745758424103,0.006780892082655123,0.008619329074707716,30.203372315234084,-8.449044085064418,85.12834970081195,0.012740405450058548,1.2666666667,12.008199582042339,1.275211218291398,0.10408718476853637,0.10579851738699175
0.014365464874670324,0.1314363629315214,0.007131078792814037,0.008655480633722627,31.00394928823328,-8.363752342828137,85.13530391511226,0.013401976578326901,1.3333333333,12.009109607933551,1.283541048797014,0.10453924424071338,0.10647640190613168
0.01508002422596751,0.13791188459106446,0.00748023863994923,0.00869348263114936,31.804588518684128,-8.277890858768489,85.1422890449034,0.01406217148819017,1.4,12.010067305591862,1.2923034729924487,0.10501464949356765,0.10718927055314376
0.0157940406980212,0.14437336423332892,0.00782832134564606,0.008733327033399896,32.6052931835552,-8.191430823047678,85.14930664428886,0.014720922562311563,1.4666666667,12.01107264054026,1.301497598631853,0.10551333206956426,0.10793701654051933
0.016507488586315518,0.1508201451115854,0.008175276786596391,0.008775005407781755,33.40606645745944,-8.104343486773926,85.15635826269649,0.015378162357054376,1.5333333333,12.012125576586794,1.3111224895807416,0.106035220159274,0.10871952774136165
0.01722034220680354,0.1572515721359335,0.008521055001816264,0.008818508923004792,34.20691151253986,-8.016600164923851,85.16344544465552,0.016033823610523974,1.6,12.013226075825882,1.321177165921514,0.10658023861171376,0.10953668669085871
0.017932575896831907,0.16366699194712986,0.008865606199840186,0.008863828349742142,35.00783151835538,-7.928172239257671,85.17056972957408,0.0166878392505782,1.6666666667,12.014374098639669,1.3316606040639094,0.10714830894516818,0.11038837058816875
0.018644164016064703,0.17006575299022,0.009208880765891027,0.008910954061249319,35.808829641766685,-7.839031161226861,85.17773265151754,0.017340142402805018,1.7333333333,12.015569603699458,1.3425717368603847,0.10773934935849086,0.11127445129876369
0.01935508094740649,0.1764472055879644,0.009550829269024449,0.008959876034045381,36.609909046822246,-7.749148454873968,85.18493573898759,0.017990666398465978,1.8,12.016812547967195,1.3539094537263994,0.1083532747428836,0.11219479535727706
0.020065301097924513,0.18281070201405172,0.009891402469246883,0.009010583848660415,37.411072894644384,-7.658495719724234,85.19218051470216,0.018639344782404345,1.8666666667,12.018102886697022,1.365672600765597,0.1089899966941519,0.11314926397090412
0.020774798899770065,0.18915559656609002,0.01023055132460601,0.00906306669045346,38.212324343315515,-7.567044633668719,85.19946849537614,0.019286111320916524,1.9333333333,12.019440573436883,1.377859980899867,0.10964942352543502,0.11413771302340361
0.0214835488110989,0.19548124563836755,0.010568226998252698,0.009117313350505226,39.013666547764416,-7.474766955838581,85.206801191503,0.019930900009585546,2.0,12.020825560030202,1.390470354004273,0.11033146028040876,0.11515999307975107
0.022191525316990753,0.20178700779437553,0.010904380865473446,0.009173312226590017,39.81510265965268,-7.381634529470212,85.21418010713725,0.02057364508107539,2.0666666667,12.022257796617609,1.403502437046831,0.11103600874695894,0.1162159493914953
0.02289870293036788,0.2080722438390844,0.01123896452069225,0.009231051324231253,40.61663582726123,-7.28761928476088,85.22160673967787,0.02121428101288501,2.1333333333,12.023737231638743,1.4169549042331226,0.11176296747132385,0.11730542190287034
0.02360505619291257,0.21433631689096475,0.01157192978444091,0.00929051825784515,41.418269195376986,-7.1926932417145855,85.22908257965267,0.021852742535060636,2.2,12.025263811834101,1.4308263871557283,0.11251223177270334,0.11842824525771624
0.024310559675983657,0.22057859245374548,0.01190322871029681,0.009351700251977126,42.22000590517969,-7.096828512977779,85.2366091105037,0.02248896463786543,2.2666666667,12.026837482246963,1.4451154749484594,0.11328369375833273,0.11958424880726248
0.025015187981531947,0.22679843848790132,0.012232813591787104,0.00941458414263547,43.02184909412877,-6.999997306664651,85.24418780837361,0.023122882579405223,2.3333333333,12.028458186225361,1.4598207144453756,0.11407724233901918,0.12077325661882898
0.025718915743014537,0.23299522548185983,0.012560636969258384,0.009479156378726962,43.823801895850416,-6.902171929171653,85.25182014189308,0.02375443189320906,2.4,12.03012586542413,1.474940610344569,0.11489276324513832,0.12199508748549992
0.02642171762630802,0.23916832652292225,0.012886651636710766,0.009545403023599044,44.625867440024784,-6.8033247879809435,85.25950757196935,0.024383548395763736,2.4666666667,12.031840459806999,1.490473625376693,0.11573013904308888,0.12324955493682603
0.027123568330620493,0.24531711736788786,0.01321081064859549,0.00961330975669318,45.42804885227331,-6.703428394452446,85.26725155157587,0.025010168194000846,2.5333333333,12.033601907648752,1.5064181804782213,0.11658924915220292,0.1245364672506116
0.027824442589402414,0.2514409765133759,0.013533067326574987,0.009682861875314044,46.23034925404618,-6.602455366604191,85.275053525543,0.02563422769273564,2.6,12.03541014553746,1.5227726549694138,0.1174699698621093,0.1258556274658424
0.02852431517125615,0.2575392852658347,0.013853375266244486,0.00975404429651915,47.03277176250999,-6.5003784318806455,85.28291493035009,0.026255663602056282,2.6666666667,12.037265108376754,1.5395353867369723,0.11837217435054763,0.12720683339681124
0.02922316088084434,0.26361142781123265,0.014171688343814163,0.009826841559133477,47.83531949043549,-6.3971704299087015,85.29083719391849,0.026874412944662716,2.7333333333,12.039166729388171,1.5567046724213613,0.11929573270163059,0.12858987764849727
0.02992095455979692,0.2696567912844207,0.01448796072275089,0.009901237825893658,48.63799554608554,-6.29280431524103,85.29882173540602,0.027490413063153984,2.8,12.04111494011356,1.5742787676087768,0.12024051192455153,0.13000454763325547
0.03061767108761681,0.2756747658381607,0.014802146860378618,0.009977216885726161,49.44080303310324,-6.187253160086479,85.3068699650026,0.028103601627263084,2.8666666667,12.043109670417547,1.5922558870277381,0.12120637597273493,0.1314506255888727
0.03131328538258424,0.2816647447118094,0.015114201514436435,0.010054762156163917,50.243745050400165,-6.080490157027212,85.31498328372714,0.028713916641038298,2.9333333333,12.045150848490055,1.6106342047502822,0.12219318576342683,0.13292788859804558
0.032007772402659736,0.2876261242996527,0.015424079749593395,0.010133856685905659,51.046824692044794,-5.9724886217222775,85.32316308322585,0.029321296449970093,3.0,12.047238400848894,1.629411854397736,0.12320079919772259,0.13443610860933572
0.032701107146385563,0.2935583042188803,0.01573173694391909,0.010214483157522275,51.85004504715117,-5.863221995597319,85.3314107455718,0.029925679748062695,3.0666666667,12.049372252342405,1.6485869293510462,0.12422907118102881,0.13597505245965666
0.033393264653785844,0.2994606873771946,0.01603712879530917,0.010296623890314218,52.65340919976766,-5.752663848520096,85.33972764306597,0.030527005584849318,3.1333333333,12.051552326152164,1.6681574829656383,0.12527785364395674,0.13754448189834656
0.034084220007265055,0.3053326800400451,0.016340211327864753,0.010380260843324038,53.45692022876592,-5.640787881461549,85.34811513803956,0.031125213372350264,3.2,12.05377854379575,1.6881215287907845,0.126346995563644,0.1391441536128794
0.0347739483325051,0.31117369189748106,0.016640940898224876,0.010465375618507857,54.26058120773009,-5.527567929142075,85.35657458265787,0.031720242891972984,3.2666666667,12.056050825129567,1.7084770407934542,0.12743634298550166,0.14077381925626678
0.035462424799360744,0.31698313613061546,0.01693927420185106,0.010551949464069557,55.064395204846136,-5.4129779626627395,85.36510731872558,0.03231203430135329,3.3333333333,12.058369088351734,1.7292219535866196,0.12854573904538333,0.14243322547620071
0.03614962462275356,0.3227604294776907,0.017235168279263104,0.010639963277961193,55.86836528279136,-5.296992092121119,85.3737146774935,0.032900528141136774,3.4,12.060733250005024,1.7503541626619938,0.1296750239921734,0.14412211394598745
0.03683552306356411,0.3285049922997415,0.01752858052222516,0.010729397611553088,56.67249449862419,-5.179584569211481,85.38239797946693,0.03348566534169988,3.4666666667,12.063143224979873,1.7718715246271732,0.13082403521079095,0.14584022139731995
0.0375200954295226,0.33421624864584476,0.01781946867988126,0.010820232673476777,57.4767859036741,-5.060729789809003,85.39115853421548,0.03406738722980959,3.5333333333,12.065598926517444,1.793771857447156,0.13199260724560596,0.1475872796549358
0.038203317076097795,0.3398936263179507,0.018107790864839348,0.010912448333643838,58.28124254343177,-4.940402296537758,85.39999764018447,0.03464563553522119,3.6,12.068100266212745,1.8160529406902122,0.1331805718242647,0.1493630156732051
0.038885163407384196,0.3455365569352873,0.01839350555920301,0.011006024127443443,59.085867457439456,-4.818576781322148,85.408916584508,0.03522035239721322,3.6666666667,12.070647154017818,1.8387125157780755,0.13438775788192067,0.151167151574692
0.03956560987698753,0.35114447599833026,0.018676571620549975,0.011100939260121174,59.89066367918154,-4.695228087921532,85.4179166428236,0.035791480371059066,3.7333333333,12.073239498244977,1.861748286240428,0.13561399158586754,0.15299940469073028
0.040244631988908375,0.3567168229523322,0.018956948287856542,0.011197172611341552,60.695634235975376,-4.570331214447729,85.42699907908849,0.036358962434434344,3.8,12.075877205570109,1.88515791797365,0.13685909636057086,0.1548594876040526
