accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_3,residual_4,residual_5,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,55.0,12.59028196665984,0.0,0.39881386333938007,-0.31240301265535475,3.7555837115431476,-1.0224754388294315,-0.41328826985215894,0.0788374107944605,-0.3489052198635896,3.942869267870799,0.0,0.0,gps_position_velocity,0.0,0.0
1.0,55.0,2.3470248220270253,0.0,0.03554780767117549,-0.442511023101666,,,,,,0.442511023101666,0.0,0.0,barometer_altitude,0.0,0.0
1.0,55.0,5.322508669225788,0.5,4.867098915538343,1.5220661391365882,-2.641312632832334,3.027909663561317,0.21453489821290628,0.1551355634078142,0.6752743191561155,4.357469719762913,0.0,0.0,gps_position_velocity,0.0,0.5
1.0,55.0,1.0174098340863367,0.5,0.012278993087682872,0.11273981259439125,,,,,,0.11273981259439125,0.0,0.0,barometer_altitude,0.0,0.5
1.0,55.0,4.848641521102,1.0,2.3246136047239254,-2.1664663189762194,-2.539188365511703,1.077043524677329,-0.08906244129486574,-0.14150971157368475,-0.35198982133855683,3.5288710053078938,0.0,0.0,gps_position_velocity,0.0,1.0
1.0,55.0,0.9054569082504786,1.0,0.06459183685090585,0.23012118625732114,,,,,,0.23012118625732114,0.0,0.0,barometer_altitude,0.0,1.0
1.0,55.0,4.664606295716635,1.5,1.6071691094676832,-2.0934612967555903,0.05962108682813283,0.5578580435683591,-0.30570028661744963,-0.10410904479789573,0.2943580516652007,2.210945158254482,0.0,0.0,gps_position_velocity,0.0,1.5
1.0,55.0,0.8643266499059398,1.5,0.14499409201771438,-0.32911907761692305,,,,,,0.32911907761692305,0.0,0.0,barometer_altitude,0.0,1.5
1.0,55.0,4.563337179706742,2.0,3.9329187322870762,-0.23003276353224322,-1.268548066529091,1.8514064967733006,0.5157663553486351,0.1191229334537105,-0.47115895933126134,2.364747609625541,0.0,0.0,gps_position_velocity,0.0,2.0
1.0,55.0,0.8441673341726773,2.0,0.01731505333742711,-0.1110811736092785,,,,,,0.1110811736092785,0.0,0.0,barometer_altitude,0.0,2.0
1.0,55.0,4.4988125973654745,2.5,0.997556336903989,-0.48892671933180054,-1.2069111235670151,1.7180513989652226,-0.05981443137925169,0.05348016334812866,-0.16147081439499036,2.163306525790337,0.0,0.0,gps_position_velocity,0.0,2.5
1.0,55.0,0.8329449866578148,2.5,0.06751641604447037,0.21643176889508453,,,,,,0.21643176889508453,0.0,0.0,barometer_altitude,0.0,2.5
1.0,55.0,4.454529269666525,3.0,4.691295976412039,1.0046427629342212,-1.4198013819423927,3.821649633967965,-0.011757015118320169,0.4589443315833696,-0.13635617222945345,4.226051360631007,0.0,0.0,gps_position_velocity,0.0,3.0
1.0,55.0,0.8262591077084366,3.0,0.08850807855390783,0.24581462378950647,,,,,,0.24581462378950647,0.0,0.0,barometer_altitude,0.0,3.0
1.0,55.0,4.422583592055685,3.5,1.6146699037329462,-1.0128561323255916,0.4102753391547864,-0.08743389424284942,-0.27472880098577335,0.3144461535551235,-0.15129021791295688,1.1828309736320926,0.0,0.0,gps_position_velocity,0.0,3.5
1.0,55.0,0.8221162025358841,3.5,1.2250420387076093,-0.9099315082696364,,,,,,0.9099315082696364,0.0,0.0,barometer_altitude,0.0,3.5
1.0,55.0,4.398654608099631,4.0,8.315602689398041,-2.792382095051984,0.5957078932359612,-2.5531224587235712,-0.5043621124801021,-0.715468560689629,0.021781246426281542,3.9290521468422623,0.0,0.0,gps_position_velocity,0.0,4.0
1.0,55.0,0.8194845128747671,4.0,0.5471297348554783,-0.6061580950840693,,,,,,0.6061580950840693,0.0,0.0,barometer_altitude,0.0,4.0
1.0,55.0,4.380194376096758,4.5,2.6286721900670127,-2.435561849820175,1.264095361658082,2.5112238641696436,-0.08431883209264246,-0.16849401798741714,-0.08646580448134297,3.7254691165714533,0.0,0.0,gps_position_velocity,0.0,4.5
