altitude_m,ax,ay,az,bax_true,bay_true,baz_true,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,sensor,time_s,valid,vx,vy,vz,x,y,z
,0.05661735886960225,-0.00817007236851405,0.048270002856552835,0.035,-0.025,0.02,,-0.00025889973632469993,0.0029358384945057125,0.0033521179786717187,0.0,0.0,inertial,,0.0,imu,0.0,1.0,,,,,,
,,,,,,,,,,,0.0,0.0,position_velocity,0.0,0.0,gps,0.0,1.0,7.886711730147842,0.5788374107944605,-0.3489052198635896,1.6875969873446452,2.7555837115431476,59.777524561170566
59.47950466975824,,,,,,,0.0,,,,0.0,0.0,altitude,,0.0,barometer,0.0,1.0,,,,,,
,-0.006251061696504821,-0.010987140498728912,0.08595071954918754,0.03497615465360861,-0.025293979224586465,0.02008696681418724,,0.0010352511477894342,-0.0009466125662600728,-0.0006790141063700778,0.0,0.0,inertial,,0.1,imu,0.1,1.0,,,,,,
,0.0236440108671023,-0.0831398486923314,0.04768249123239484,0.03515997616465618,-0.025358868149074062,0.020277081822413705,,-0.0010542320419399502,-0.00035933758327973044,0.0003765046227516396,0.0,0.0,inertial,,0.2,imu,0.2,1.0,,,,,,
,0.019262631617392164,-0.014006685456118077,0.10716956104927575,0.03523854242271552,-0.025429503857936887,0.02072732570101502,,-0.0018052733185964411,0.004864246176429248,-0.0009270222670384081,0.0,0.0,inertial,,0.3,imu,0.3,1.0,,,,,,
,0.0543333715716003,-0.06341362044647808,0.009594921476264182,0.034765514280496804,-0.025329817218668737,0.020796587210811537,,-0.0010203082884320755,0.002336668853313558,-0.002668859725599419,0.0,0.0,inertial,,0.4,imu,0.4,1.0,,,,,,
,0.07212376725979061,0.012159316246147044,0.04204969464438357,0.03485095760635006,-0.025239104663675634,0.020541051316243102,,0.000781947099598687,-0.0008764385067552203,0.00460463907361785,0.0,0.0,inertial,,0.5,imu,0.5,1.0,,,,,,
,,,,,,,,,,,0.0,0.0,position_velocity,0.0,0.5,gps,0.5,1.0,8.12024052387849,0.717522448521931,0.3578785560335391,7.2007109674694325,-0.1319313381583881,62.387850928716674
59.875434890577246,,,,,,,-0.003641942626843676,,,,0.0,0.0,altitude,,0.5,barometer,0.5,1.0,,,,,,
,0.030949848803885578,0.013603404045221548,0.0429516676330641,0.034797513782963065,-0.02521558515809457,0.02101684202886944,,-0.0009792263735450674,0.001614816115131192,0.0022517846830499236,0.0,0.0,inertial,,0.6,imu,0.6,1.0,,,,,,
,0.10744509030509808,-0.09327921442980883,0.02094553298459115,0.03474514891901989,-0.02525169039340428,0.020907686483895908,,-0.0005131268616075639,-0.002588627829905733,0.0012687595751613746,0.0,0.0,inertial,,0.7,imu,0.7,1.0,,,,,,
,-0.016182674809006148,-0.041725846780479595,-0.03960183425482217,0.03480288499491033,-0.025515313289438245,0.020991956870361914,,0.0012746637442311746,0.00016306746609844755,-9.394174437822307e-05,0.0,0.0,inertial,,0.8,imu,0.8,1.0,,,,,,
,0.02766098142588108,-0.05477785792558971,-0.010223049771174626,0.034661923748973505,-0.02563764523684572,0.020882376105741576,,0.0009441233452091071,-0.0010804473073826423,-3.0315880187887145e-05,0.0,0.0,inertial,,0.9,imu,0.9,1.0,,,,,,
,0.10986080349521658,-0.0218655138515817,0.08726611774048557,0.03461460633887707,-0.025944865643196677,0.02106348123124072,,-0.00015101651329692555,-0.0012165911800848942,0.0032299635867518686,0.0,0.0,inertial,,1.0,imu,1.0,1.0,,,,,,
,,,,,,,,,,,0.0,0.0,position_velocity,0.0,1.0,gps,1.0,1.0,8.014929281115892,0.5188472236407902,-0.11444531052122506,8.279234819480058,-0.9025831603140975,60.97447578980595
