accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,70.0,9.474175425861608,0.0,5.069448447352705,-2.5478026477056637,2.9335401250459228,-1.192892166334346,4.0644738549303385,0.0,0.0,gps_range_bearing_altitude,0.0,0.0
1.0,70.0,2.8742983333486642,0.0,0.057099929952470166,-0.6868305920713311,,,0.6868305920713311,0.0,0.0,barometer_altitude,0.0,0.0
1.0,70.0,1.5930942077341212,0.2,0.018539249941589793,0.21691397769237142,,,0.21691397769237142,0.0,0.0,barometer_altitude,0.0,0.2
1.0,70.0,1.5915538234601059,0.4,0.00014088798296922427,0.018891146068170883,,,0.018891146068170883,0.0,0.0,barometer_altitude,0.0,0.4
1.0,70.0,1.5797401803250073,0.6,0.0384956661422379,-0.3099499595946895,,,0.3099499595946895,0.0,0.0,barometer_altitude,0.0,0.6
1.0,70.0,1.521530449001812,0.8,0.3595229714391136,-0.9123132243344401,,,0.9123132243344401,0.0,0.0,barometer_altitude,0.0,0.8
1.0,70.0,6.184809592816618,1.0,7.071897022558075,-12.031039158313007,-0.24593961308457502,-0.9412813900113832,12.070310691002403,0.0,0.0,gps_range_bearing_altitude,0.0,1.0
1.0,70.0,1.42075922981974,1.0,0.1874760794621847,0.6151675487179205,,,0.6151675487179205,0.0,0.0,barometer_altitude,0.0,1.0
1.0,70.0,1.3848837277767136,1.2,0.07013729129976423,0.3667649344602495,,,0.3667649344602495,0.0,0.0,barometer_altitude,0.0,1.2
1.0,70.0,1.3500727460517925,1.4,0.0267513653377586,0.2208158006606311,,,0.2208158006606311,0.0,0.0,barometer_altitude,0.0,1.4
1.0,70.0,1.3203285153481383,1.6,0.03382854944722174,-0.2428419384077216,,,0.2428419384077216,0.0,0.0,barometer_altitude,0.0,1.6
1.0,70.0,1.2962274964696032,1.8,0.24504853747089675,0.6416634281103342,,,0.6416634281103342,0.0,0.0,barometer_altitude,0.0,1.8
1.0,70.0,6.289358920128022,2.0,1.902286214478295,-2.477311931135958,0.18948334392387478,0.9633343348244523,2.6647685419985003,0.0,0.0,gps_range_bearing_altitude,0.0,2.0
1.0,70.0,1.2657496960748569,2.0,0.39281548306913505,0.7933085418078178,,,0.7933085418078178,0.0,0.0,barometer_altitude,0.0,2.0
1.0,70.0,1.2554898513797923,2.2,1.1297749183438661,-1.334471093948281,,,1.334471093948281,0.0,0.0,barometer_altitude,0.0,2.2
1.0,70.0,1.2475488080996062,2.4,0.020893906353041534,-0.18032974457727846,,,0.18032974457727846,0.0,0.0,barometer_altitude,0.0,2.4
1.0,70.0,1.2418576111461366,2.6,0.04619918198626278,-0.26692481250096023,,,0.26692481250096023,0.0,0.0,barometer_altitude,0.0,2.6
1.0,70.0,1.2381451527618985,2.8,0.0007761525388101005,-0.03449412262835949,,,0.03449412262835949,0.0,0.0,barometer_altitude,0.0,2.8
1.0,70.0,5.91246821368174,3.0,0.5806730834296925,2.4736469347953616,0.03572401067461861,1.4351252827797225,2.860033206141975,0.0,0.0,gps_range_bearing_altitude,0.0,3.0
1.0,70.0,1.2282359603248385,3.0,0.24451563044730604,-0.6073445261331756,,,0.6073445261331756,0.0,0.0,barometer_altitude,0.0,3.0
1.0,70.0,1.229471200222515,3.2,0.05503659912701064,0.2884324738813575,,,0.2884324738813575,0.0,0.0,barometer_altitude,0.0,3.2
1.0,70.0,1.2308911756723853,3.4,0.23050222076385593,0.5909588150346963,,,0.5909588150346963,0.0,0.0,barometer_altitude,0.0,3.4
1.0,70.0,1.232143916237935,3.6,0.5685449926334682,0.9290602015977214,,,0.9290602015977214,0.0,0.0,barometer_altitude,0.0,3.6
1.0,70.0,1.2329482069573345,3.8,0.39728094936798997,-0.7771300514867221,,,0.7771300514867221,0.0,0.0,barometer_altitude,0.0,3.8
1.0,70.0,5.608839620257902,4.0,2.2457866692847968,6.9653531732029705,0.007440326741166903,0.557473485752098,6.987630275939569,0.0,0.0,gps_range_bearing_altitude,0.0,4.0
1.0,70.0,1.225572253370371,4.0,0.022747979777219478,0.18484611908935733,,,0.18484611908935733,0.0,0.0,barometer_altitude,0.0,4.0
1.0,70.0,1.2271249344604263,4.2,0.07947837560789163,-0.34594994984824723,,,0.34594994984824723,0.0,0.0,barometer_altitude,0.0,4.2
1.0,70.0,1.2275108232132548,4.4,0.05539177817765702,0.2889002938534162,,,0.2889002938534162,0.0,0.0,barometer_altitude,0.0,4.4
1.0,70.0,1.2268399160167105,4.6,0.43327064220002304,0.8075464810797399,,,0.8075464810797399,0.0,0.0,barometer_altitude,0.0,4.6
1.0,70.0,1.2252768386321509,4.8,0.05379639681414474,0.2841913259555753,,,0.2841913259555753,0.0,0.0,barometer_altitude,0.0,4.8
1.0,70.0,5.444606711488949,5.0,2.8941201893705677,3.1963407393831744,0.07786793674719394,0.7538231007100222,3.2849515681327657,0.0,0.0,gps_range_bearing_altitude,0.0,5.0
1.0,70.0,1.2162552449790602,5.0,0.27070260922211525,-0.632806522714489,,,0.632806522714489,0.0,0.0,barometer_altitude,0.0,5.0
1.0,70.0,1.2152897312543105,5.2,0.8633010251307439,-1.129174226036298,,,1.129174226036298,0.0,0.0,barometer_altitude,0.0,5.2
1.0,70.0,1.2135118693231095,5.4,0.0060722804284753466,0.09456271622634915,,,0.09456271622634915,0.0,0.0,barometer_altitude,0.0,5.4
1.0,70.0,1.211130126404101,5.6,0.006681857992635476,0.09900096501461064,,,0.09900096501461064,0.0,0.0,barometer_altitude,0.0,5.6
1.0,70.0,1.2083243433541575,5.8,1.5692475841020424e-05,-0.00478662339787661,,,0.00478662339787661,0.0,0.0,barometer_altitude,0.0,5.8
1.0,70.0,5.376951838122922,6.0,1.5289062160501643,3.931902231998592,-0.03107536358140317,1.190026601211727,4.108160677457584,0.0,0.0,gps_range_bearing_altitude,0.0,6.0
1.0,70.0,1.1997905344437425,6.0,0.026332543802523506,0.19469367325301334,,,0.19469367325301334,0.0,0.0,barometer_altitude,0.0,6.0
1.0,70.0,1.1979316978410508,6.2,0.40037192810027894,0.7579906812811998,,,0.7579906812811998,0.0,0.0,barometer_altitude,0.0,6.2
1.0,70.0,1.1956800311246316,6.4,0.5589162298269399,-0.8938987637302347,,,0.8938987637302347,0.0,0.0,barometer_altitude,0.0,6.4
1.0,70.0,1.1931631629519845,6.6,0.03433242115566285,0.22108132177213236,,,0.22108132177213236,0.0,0.0,barometer_altitude,0.0,6.6
1.0,70.0,1.1904825459178558,6.8,0.22397342050271818,-0.563405748355919,,,0.563405748355919,0.0,0.0,barometer_altitude,0.0,6.8
1.0,70.0,5.358341034057596,7.0,0.23750421134627614,0.8002116746679917,-0.005208930213965957,1.2950616745344803,1.5223503532620137,0.0,0.0,gps_range_bearing_altitude,0.0,7.0
1.0,70.0,1.1834135884005503,7.0,0.05790360777645915,0.2847668057070507,,,0.2847668057070507,0.0,0.0,barometer_altitude,0.0,7.0
1.0,70.0,1.1816198161935343,7.2,0.8307827043877967,-1.07701434784164,,,1.07701434784164,0.0,0.0,barometer_altitude,0.0,7.2
1.0,70.0,1.1796317310445943,7.4,0.0005738379399887818,0.02825797753655479,,,0.02825797753655479,0.0,0.0,barometer_altitude,0.0,7.4
1.0,70.0,1.1775200316852628,7.6,0.007495614250541861,-0.10194640558508183,,,0.10194640558508183,0.0,0.0,barometer_altitude,0.0,7.6
1.0,70.0,1.175340503191359,7.8,0.027727425145137978,0.1957124588679875,,,0.1957124588679875,0.0,0.0,barometer_altitude,0.0,7.8
1.0,70.0,5.34810602638857,8.0,2.414484518763226,6.781794230862431,0.0035356336928584753,-0.4251671101595207,6.795109459164434,0.0,0.0,gps_range_bearing_altitude,0.0,8.0
1.0,70.0,1.169687119266732,8.0,0.09913511837337502,-0.3682845263783463,,,0.3682845263783463,0.0,0.0,barometer_altitude,0.0,8.0
1.0,70.0,1.1682205410840232,8.2,0.033332750434583065,0.21328504928591485,,,0.21328504928591485,0.0,0.0,barometer_altitude,0.0,8.2
1.0,70.0,1.1666465518459805,8.4,0.5083389743075284,0.8317944263274484,,,0.8317944263274484,0.0,0.0,barometer_altitude,0.0,8.4
1.0,70.0,1.1650061592929677,8.6,0.5275135076045635,-0.8461454312383125,,,0.8461454312383125,0.0,0.0,barometer_altitude,0.0,8.6
1.0,70.0,1.1633322560787693,8.8,0.047874504669611344,0.25453992797193337,,,0.25453992797193337,0.0,0.0,barometer_altitude,0.0,8.8
1.0,70.0,5.323460718499701,9.0,1.01561266916904,-3.4660433675672664,0.014924608078664026,-1.893109180173269e-05,3.4660754997751746,0.0,0.0,gps_range_bearing_altitude,0.0,9.0
1.0,70.0,1.1588090317541115,9.0,0.0932901512833355,-0.35394010069492765,,,0.35394010069492765,0.0,0.0,barometer_altitude,0.0,9.0
1.0,70.0,1.157691816198807,9.2,0.03916330405642538,0.22910397558273132,,,0.22910397558273132,0.0,0.0,barometer_altitude,0.0,9.2
1.0,70.0,1.1565074947773841,9.4,0.8723225412640067,-1.0801572851060257,,,1.0801572851060257,0.0,0.0,barometer_altitude,0.0,9.4
1.0,70.0,1.155281357170082,9.6,0.23036449774778367,-0.5544923257434675,,,0.5544923257434675,0.0,0.0,barometer_altitude,0.0,9.6
1.0,70.0,1.1540341939976952,9.8,0.0008045141182742469,0.03273297750774873,,,0.03273297750774873,0.0,0.0,barometer_altitude,0.0,9.8
1.0,70.0,5.280646105534254,10.0,0.44750916318038003,-2.28972116944999,0.002265888331132615,1.1957643261635127,2.5831532071874173,0.0,0.0,gps_range_bearing_altitude,0.0,10.0
1.0,70.0,1.1503705520745506,10.0,0.11528280036380736,0.39058900567783894,,,0.39058900567783894,0.0,0.0,barometer_altitude,0.0,10.0
1.0,70.0,1.1495623166445188,10.2,0.0003636321520760827,0.021921166314257334,,,0.021921166314257334,0.0,0.0,barometer_altitude,0.0,10.2
1.0,70.0,1.148706667336103,10.4,1.4037654021694712,-1.3609946217646893,,,1.3609946217646893,0.0,0.0,barometer_altitude,0.0,10.4
1.0,70.0,1.1478200434740709,10.6,0.03909002515162709,-0.22693776801045829,,,0.22693776801045829,0.0,0.0,barometer_altitude,0.0,10.6
1.0,70.0,1.1469163420690809,10.8,1.1119854785968712,1.209431564298768,,,1.209431564298768,0.0,0.0,barometer_altitude,0.0,10.8
1.0,70.0,5.225784709982234,11.0,1.3116248744978645,-1.4669479627567625,-0.0033618992537487458,3.26872650661646,3.5828090380119137,0.0,0.0,gps_range_bearing_altitude,0.0,11.0
1.0,70.0,1.143899691309424,11.0,0.0961558661065831,0.3547119622691781,,,0.3547119622691781,0.0,0.0,barometer_altitude,0.0,11.0
1.0,70.0,1.1433493153075176,11.2,0.008181649466495194,0.10341877051072856,,,0.10341877051072856,0.0,0.0,barometer_altitude,0.0,11.2
1.0,70.0,1.1427610787298939,11.4,0.11020825670505535,-0.3793695825552419,,,0.3793695825552419,0.0,0.0,barometer_altitude,0.0,11.4
1.0,70.0,1.1421461461026674,11.6,0.9624442839263809,-1.1204938506506892,,,1.1204938506506892,0.0,0.0,barometer_altitude,0.0,11.6
1.0,70.0,1.1415142482646397,11.8,0.03856332373552943,0.22416539270673752,,,0.22416539270673752,0.0,0.0,barometer_altitude,0.0,11.8
1.0,70.0,5.166332479551737,12.0,2.3420475636622364,-5.799658837133421,-0.0023781261139070864,-1.9139458455012743,6.107310126572514,0.0,0.0,gps_range_bearing_altitude,0.0,12.0
1.0,70.0,1.1389837588522285,12.0,0.3889073356278211,-0.7102980114936059,,,0.7102980114936059,0.0,0.0,barometer_altitude,0.0,12.0
1.0,70.0,1.1386426692464902,12.2,1.5448830368579018,1.415256821063224,,,1.415256821063224,0.0,0.0,barometer_altitude,0.0,12.2
1.0,70.0,1.1382678302037244,12.4,0.2840156877903686,-0.6066184661494276,,,0.6066184661494276,0.0,0.0,barometer_altitude,0.0,12.4
1.0,70.0,1.1378671359929218,12.6,0.05014025698429235,-0.25479143924704317,,,0.25479143924704317,0.0,0.0,barometer_altitude,0.0,12.6
1.0,70.0,1.1374477070861195,12.8,0.03442535395890966,0.2110428517631533,,,0.2110428517631533,0.0,0.0,barometer_altitude,0.0,12.8
1.0,70.0,5.107578836169352,13.0,1.8839610608010553,-4.423766263256596,-0.0029981671569632162,-2.5090749999964572,5.085781581678547,0.0,0.0,gps_range_bearing_altitude,0.0,13.0
