altitude_agl_m,altitude_m,ax,ay,az,bax_true,bay_true,baz_true,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,sensor,terrain_altitude_m,time_s,true_altitude_agl_m,true_vx,true_vy,true_vz,valid,vx,vy,vz,x,y,z
,,0.05063595425702865,0.05816612384156543,0.17171238868175506,0.035,-0.025,0.02,,0.002319753342791701,-0.002649885031813839,0.0033448309965479982,0.0,0.0,inertial,,0.0,imu,,0.0,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,position_velocity,0.0,0.0,gps,,0.0,,,,,1.0,14.039772779796301,0.6577069877113013,0.17230671943602716,2.5591068728217157,2.5711089809913417,89.30134974055656
,88.67679718394888,,,,,,,0.0,,,,0.0,0.0,altitude,,0.0,barometer,,0.0,,,,,1.0,,,,,,
,,,,,,,,,,,,1.0,0.0,velocity_3d,,0.0,doppler_velocity,,0.0,,14.0,1.0,0.4,0.0,14.093283891059988,1.1235530420508753,0.2967047039275804,,,
88.74106670227475,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.0,radar_altimeter,2.0,0.0001843706,88.0,,,,0.0,,,,,,
,,0.07175135365793836,0.04433378855623887,0.23698094416604484,0.03499138429960197,-0.02498026879723311,0.019843869656814315,,-0.004464082938912841,-0.003470512457156869,0.004830587684087426,0.0,0.0,inertial,,0.05,imu,,0.05,,,,,1.0,,,,,,
,,0.07897037777041215,0.02361638386781885,0.20243817469632389,0.034927655529210885,-0.024856134562875616,0.019884127054331426,,-0.0008652276012382666,0.0016102897128121249,0.006785361678504047,0.0,0.0,inertial,,0.1,imu,,0.1,,,,,1.0,,,,,,
88.22061461215588,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.125,radar_altimeter,2.0,0.1131129273,88.05146249999999,,,,0.0,,,,,,
,,0.08944184226119034,0.059921918774582014,0.15904596101299134,0.03464779957908459,-0.025010015786622958,0.020111968176199826,,-0.0035645213771433814,-0.004670194063327341,0.005476573475280278,0.0,0.0,inertial,,0.15,imu,,0.15,,,,,1.0,,,,,,
,,,,,,,,,,,,1.0,0.0,velocity_3d,,0.2,doppler_velocity,,0.1942158854,,14.00023399011366,1.015999153014946,0.43600000000000005,0.0,14.175923588427787,1.2736176087269315,0.599798295786754,,,
,,0.058580481940481016,0.06211169362465627,0.31291058433466823,0.03460287417153925,-0.02488463835488604,0.020458381771689755,,0.0003219999685490741,0.0002166176195394624,0.006932361559584223,0.0,0.0,inertial,,0.2,imu,,0.2,,,,,1.0,,,,,,
,,0.09315709181458529,0.03547067701653514,0.21629718352066138,0.03471164929842873,-0.02495215274162387,0.020613998086698542,,-0.003285326418380236,0.00023662653915266339,0.004502947790872468,0.0,0.0,inertial,,0.25,imu,,0.25,,,,,1.0,,,,,,
87.83268058191807,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.25,radar_altimeter,2.0,0.2528776224,88.10562499999999,,,,0.0,,,,,,
,,-0.002185163942625107,0.03363095082511963,0.16339890221329254,0.03463633851179344,-0.02506391373109814,0.020697805852524495,,0.001278929767234063,-0.0006400591862695842,0.005317413078208588,0.0,0.0,inertial,,0.3,imu,,0.3,,,,,1.0,,,,,,
,,0.03569373870892633,0.07007538650104739,0.1976073332622688,0.03462651525509574,-0.025282499285318262,0.021218782699065894,,-0.002657213214916631,0.0012002983041951465,0.005741024205946222,0.0,0.0,inertial,,0.35,imu,,0.35,,,,,1.0,,,,,,
88.80934887260126,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.375,radar_altimeter,2.0,0.367812878,88.1627125,,,,0.0,,,,,,
,,,,,,,,,,,,1.0,0.0,velocity_3d,,0.4,doppler_velocity,,0.3988678267,,14.001091784710828,1.03199153071311,0.4720000000000001,0.0,14.033182608517908,0.9594044237321746,0.17860834002027165,,,
,,0.057195318209860777,0.09512286747860137,0.21229951301508962,0.034686275570629164,-0.025129908542089463,0.02131257507332259,,0.0006429892892781197,-0.0018365663822394887,0.005515115126411074,0.0,0.0,inertial,,0.4,imu,,0.4,,,,,1.0,,,,,,
,,0.029832914680127408,0.012659524520379002,0.1729843264384113,0.034688607942932645,-0.025193348758506463,0.021363168542692233,,-0.002054978821063196,-0.0003923701579408403,0.009025667368671948,0.0,0.0,inertial,,0.45,imu,,0.45,,,,,1.0,,,,,,
,,0.003825965956572905,0.0703532955120728,0.12918546735483177,0.03469341985401746,-0.025174210803473717,0.021329862056555158,,0.0001290690574017083,0.001485405217842451,0.007248011633474785,0.0,0.0,inertial,,0.5,imu,,0.5,,,,,1.0,,,,,,
,89.87892164851804,,,,,,,-0.005677310646459102,,,,0.0,0.0,altitude,,0.5,barometer,,0.5,,,,,1.0,,,,,,
88.25117953940217,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.5,radar_altimeter,2.0,0.5175039498,88.2225,,,,0.0,,,,,,
,,-0.040000275333031854,0.037250008704308654,0.21930196587615342,0.0346399011646293,-0.02492827761774385,0.021574161864625675,,0.003178371665420838,0.003195622016570265,0.009035954411238157,0.0,0.0,inertial,,0.55,imu,,0.55,,,,,1.0,,,,,,
,,0.04920045522679134,0.0188587908754297,0.12680572564356057,0.03453030487000602,-0.02503155954641513,0.021613343379686893,,-0.0006793965702470364,0.0008570334252337193,0.004998343723124776,0.0,0.0,inertial,,0.6,imu,,0.6,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,0.6,doppler_velocity,,0.6025094718,,14.002572803955022,1.0479693930958744,0.5080000000000001,1.0,14.214673055710856,1.0495994093063266,0.6239288160034522,,,
88.76941794155812,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.625,radar_altimeter,2.0,0.6223793064,88.2852125,,,,0.0,,,,,,
,,0.06985882533049931,0.005711570573526226,0.1647478917209672,0.034793522751171826,-0.02490836808567076,0.02181836975816453,,0.0030360474644403235,0.0016677511347890502,0.004590015263018235,0.0,0.0,inertial,,0.65,imu,,0.65,,,,,1.0,,,,,,
,,0.07410152765132183,0.06242498436331384,0.3397307164871232,0.0348691509758406,-0.02518107814280082,0.02165486711527185,,-0.0005623592004784716,0.0013182489059076806,0.009014569518815711,0.0,0.0,inertial,,0.7,imu,,0.7,,,,,1.0,,,,,,
87.79148256340116,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.75,radar_altimeter,2.0,0.7250602187,88.35062500000002,,,,0.0,,,,,,
,,0.06360912093565654,0.03816704145788073,0.1289406746587931,0.03469837924193709,-0.025419252216216017,0.02187242606395376,,0.0008543206262200103,-0.003349191445842769,0.009348762459286106,0.0,0.0,inertial,,0.75,imu,,0.75,,,,,1.0,,,,,,
,,0.02958456724079927,0.04548989205317423,0.18565412124022687,0.034877144025398474,-0.02563548219963546,0.02177510960250223,,-0.00016866974160389855,-0.0005467474956814709,0.007749375093635273,0.0,0.0,inertial,,0.8,imu,,0.8,,,,,1.0,,,,,,
,,,,,,,,,,,,1.0,0.0,velocity_3d,,0.8,doppler_velocity,,0.8008876438,,14.00467604673363,1.06392500718975,0.5440000000000002,0.0,14.047657545120158,1.2371690792949481,0.4404441322947329,,,
,,0.034477799197838326,-0.025446366106431258,0.2467576759162355,0.03478546525235922,-0.025701778196127158,0.021525173654953336,,0.0029501133682932204,-0.00032450344625375034,0.002570053107108953,0.0,0.0,inertial,,0.85,imu,,0.85,,,,,1.0,,,,,,
,,0.09444430195661283,0.031121240330653863,0.21907134906769138,0.03468024738032666,-0.025767186861109653,0.02149245712886028,,-0.0011843054527136158,0.0018271233061497828,0.009523177212228,0.0,0.0,inertial,,0.9,imu,,0.9,,,,,1.0,,,,,,
87.86870151965893,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,0.875,radar_altimeter,2.0,0.9032307868,88.41896250000002,,,,0.0,,,,,,
,,0.06367957168581974,0.12984506521983058,0.22102248606539424,0.034676041126083364,-0.025802903572572772,0.021338172647375538,,-0.0016309353515991391,-0.0007509325979147017,0.005865589457986001,0.0,0.0,inertial,,0.95,imu,,0.95,,,,,1.0,,,,,,
,,0.16555789440190538,0.05578435081517152,0.1895318883158866,0.03454370921650313,-0.025828226113328547,0.021419915366145324,,0.00022684764666006902,0.002415443918141053,0.0056551751087815455,0.0,0.0,inertial,,1.0,imu,,1.0,,,,,1.0,,,,,,
,90.01955715998074,,,,,,,-0.00801313840312947,,,,0.0,0.0,altitude,,1.0,barometer,,1.0,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,1.0,doppler_velocity,,1.0056787212,,14.007400091334626,1.0798506507889847,0.5800000000000002,1.0,14.10041616904892,1.216663227941909,0.6645810254974887,,,
88.50078716310205,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.0,radar_altimeter,2.0,1.015426367,88.49000000000001,,,,1.0,,,,,,
,,0.10475157907672146,0.10189025813475364,0.22624775385374063,0.03432464031256571,-0.025790345834151754,0.021418842531605448,,-0.0002810825684935771,-0.00015452967387564632,0.005184137727733594,0.0,0.0,inertial,,1.05,imu,,1.05,,,,,1.0,,,,,,
,,0.04270119497454814,0.09482901556519285,0.09136784114596908,0.03443144659927626,-0.025797422827529122,0.021590594323101713,,-0.003922602852947301,0.000524352198830623,0.004587087786035006,0.0,0.0,inertial,,1.1,imu,,1.1,,,,,1.0,,,,,,
89.18356413568969,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.125,radar_altimeter,2.0,1.1443488415,88.5639625,,,,1.0,,,,,,
,,0.09039909422010292,0.09405705701660033,0.20188387909701783,0.034326920329136465,-0.025638205856139348,0.021848662379930092,,0.0005979888239408864,0.0015399437709199635,0.004947560614930808,0.0,0.0,inertial,,1.15,imu,,1.15,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,1.2,doppler_velocity,,1.1949520584,,14.010743096407593,1.0957386161929616,0.6160000000000002,1.0,14.13643314790265,1.0596549910460014,0.6007508823360608,,,
,,0.005125584269278269,0.0274657795705569,0.1405338571566288,0.03430166191023177,-0.025681337048595508,0.02162060470323557,,-0.0027564774292291546,-0.0011380265053693092,0.007487208824224726,0.0,0.0,inertial,,1.2,imu,,1.2,,,,,1.0,,,,,,
88.74020322192138,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.25,radar_altimeter,2.0,1.233425999,88.640625,,,,1.0,,,,,,
,,0.02939232872671232,0.12607469303486035,0.24997844645647946,0.034102277750110745,-0.02560556177736358,0.02152871974565968,,0.0006800598210225056,-0.0012761396150251854,0.007085043567885344,0.0,0.0,inertial,,1.25,imu,,1.25,,,,,1.0,,,,,,
,,0.043713705238575234,0.05706321901071265,0.17925294130242392,0.03404249250988713,-0.025815407821590246,0.02153947912864845,,-0.0031557683610357553,-0.0036352136814354844,0.005616493433937802,0.0,0.0,inertial,,1.3,imu,,1.3,,,,,1.0,,,,,,
,,0.08458654099201421,0.07778069048604445,0.20735436433187568,0.03407820128573679,-0.025851160105082538,0.021564709442681063,,-0.0013816576214763466,0.0003568784634105092,0.005557695539967073,0.0,0.0,inertial,,1.35,imu,,1.35,,,,,1.0,,,,,,
