altitude_agl_m,altitude_m,ax,ay,az,bax_true,bay_true,baz_true,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,sensor,terrain_altitude_m,time_s,true_altitude_agl_m,true_vx,true_vy,true_vz,valid,vx,vy,vz,x,y,z
89.1399805046171,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.375,radar_altimeter,2.0,1.3786809081,88.7202125,,,,1.0,,,,,,
,,0.10297164669111561,0.055192563421434256,0.2326717312804626,0.033843092079150865,-0.02592350442512666,0.021621240310786882,,0.0016143293054724241,0.0026071483414505806,0.007161072328981907,0.0,0.0,inertial,,1.4,imu,,1.4,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,1.4,doppler_velocity,,1.4038405703,,14.014702802208404,1.1115812139365744,0.6520000000000002,1.0,14.044768285943732,1.2024677071498715,0.746925195679616,,,
,,0.05480567553889237,-0.014515246918247363,0.21802359455827386,0.03374495241169422,-0.025769435492495506,0.021650980291918892,,0.001052876397881796,0.0008230388065121186,0.00680065824817843,0.0,0.0,inertial,,1.45,imu,,1.45,,,,,1.0,,,,,,
88.13121556271982,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.5,radar_altimeter,2.0,1.4770744909,88.80250000000001,,,,1.0,,,,,,
,,0.020179585833398586,0.17006036979643974,0.24480523772391094,0.03377462293954877,-0.025735498264748427,0.021535850342862272,,-5.716337229416607e-05,0.0028236533977437895,0.004759619831353052,0.0,0.0,inertial,,1.5,imu,,1.5,,,,,1.0,,,,,,
,91.41877074133058,,,,,,,-0.005375889534816327,,,,0.0,0.0,altitude,,1.5,barometer,,1.5,,,,,1.0,,,,,,
,,0.05817343619135966,0.11412413528578641,0.184928326903033,0.033412348584794846,-0.02556701366873469,0.021327148883916673,,-0.0013997152095112865,0.0004941240662522086,0.004282384593314852,0.0,0.0,inertial,,1.55,imu,,1.55,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,1.6,doppler_velocity,,1.5905455821,,14.019276532126726,1.1273707765117789,0.6880000000000003,1.0,14.230657074990997,1.0522876214491987,0.5714695011423442,,,
,,0.009350442595966048,0.016228119530140646,0.17320223524718506,0.03357889690203971,-0.025782573534077997,0.021293040238749308,,0.004976110685095725,-0.0003812197610231428,0.006886907480991057,0.0,0.0,inertial,,1.6,imu,,1.6,,,,,1.0,,,,,,
88.96682095648491,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.625,radar_altimeter,2.0,1.61475515,88.88771250000002,,,,1.0,,,,,,
,,0.03435891352952984,0.034094765338820276,0.19136134383705486,0.03358952901137532,-0.025888077001966072,0.021096113308365843,,-0.003361663626184024,-0.003534391820160405,0.006802182130030449,0.0,0.0,inertial,,1.65,imu,,1.65,,,,,1.0,,,,,,
,,0.0929951992287287,0.09363385137604613,0.2617203371384681,0.03361341451175726,-0.025417231138918233,0.02110733267788079,,0.0033436400895527968,0.001058740675930392,0.007319109030994555,0.0,0.0,inertial,,1.7,imu,,1.7,,,,,1.0,,,,,,
,,0.024973963557324334,0.10305575647734333,0.23385435099218543,0.03395493436825836,-0.02554752574412229,0.021088860460601343,,0.0004410410916950327,-0.0011325931743968968,0.00893270307304939,0.0,0.0,inertial,,1.75,imu,,1.75,,,,,1.0,,,,,,
88.68834091353219,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.75,radar_altimeter,2.0,1.7500990762,88.97562500000004,,,,1.0,,,,,,
,,0.059195321051404313,0.09282972242464141,0.21758734858448,0.033825525384813857,-0.025735666989175045,0.02113338821417276,,0.001047395046113779,0.0024968584329351597,0.006445978478738517,0.0,0.0,inertial,,1.8,imu,,1.8,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,1.8,doppler_velocity,,1.8018169941,,14.024461194495307,1.1430996620785168,0.7240000000000003,1.0,14.481341352596157,1.3195271126146078,0.5841662493369398,,,
,,0.02907470465362376,0.13305256326087128,0.1797885500706094,0.03388128111827045,-0.02564956366985824,0.02125488216693419,,0.0002970204778605988,-0.0006625027869527521,0.003969909590847774,0.0,0.0,inertial,,1.85,imu,,1.85,,,,,1.0,,,,,,
89.47582966287139,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,1.875,radar_altimeter,2.0,1.8786893888,89.06646250000003,,,,1.0,,,,,,
,,0.09543895609575619,0.14684468692104707,0.2195603152368789,0.03394684565855786,-0.02560663485679315,0.02129772146278288,,0.0020321914599997276,0.002259421037757483,0.003542802210151452,0.0,0.0,inertial,,1.9,imu,,1.9,,,,,1.0,,,,,,
,,0.1416325534922419,0.01590420118569888,0.20777941808735625,0.03408556460133716,-0.02566759747576141,0.02141206528421187,,-0.001597838070367764,-0.0016530116686584904,0.004155889618050868,0.0,0.0,inertial,,1.95,imu,,1.95,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,2.0,doppler_velocity,,1.9874733163,,14.030253284679816,1.158760258163218,0.7600000000000003,1.0,14.106928635819141,1.1180849310237573,0.6934076611866065,,,
,,0.020640378984760968,0.08381282338137294,0.16118264987381037,0.03411367622020336,-0.025719347977102073,0.021608834298733184,,0.000921612998905989,-0.0006425940938229563,0.0030395466389578863,0.0,0.0,inertial,,2.0,imu,,2.0,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,position_velocity,0.0,2.0,gps,,2.0,,,,,1.0,14.064636434218297,1.0746909101493387,0.27591488755848026,29.420327041769152,1.896691706504886,91.72020525007024
,92.47801517987203,,,,,,,-0.006460813312068028,,,,0.0,0.0,altitude,,2.0,barometer,,2.0,,,,,1.0,,,,,,
88.91574421626079,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.0,radar_altimeter,2.0,2.0223222894,89.16000000000001,,,,1.0,,,,,,
,,0.013619981672994316,0.06939017279264634,0.20328389661144047,0.033904201326013024,-0.025585088204084675,0.021726926876686162,,0.0033881866648605326,-0.0015847908115726422,0.00506877520322695,0.0,0.0,inertial,,2.05,imu,,2.05,,,,,1.0,,,,,,
,,0.1309586751383131,0.02316708961689717,0.27028763813722323,0.034352034153524176,-0.02547245095032895,0.02167691832002728,,-0.0010267854677074935,-0.0008121502804889841,0.006795997195505149,0.0,0.0,inertial,,2.1,imu,,2.1,,,,,1.0,,,,,,
89.40105587493792,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.125,radar_altimeter,2.0,2.1027101043,89.2564625,,,,1.0,,,,,,
,,0.047794658959641884,-0.020591088633879803,0.2253717558865831,0.03428314821056497,-0.025494146044991912,0.021807745938467828,,0.0007708882590780435,-0.0015768066256296469,0.004696225252490601,0.0,0.0,inertial,,2.15,imu,,2.15,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,2.2,doppler_velocity,,2.1958877339,,14.036648887447853,1.1743449853430876,0.7960000000000004,1.0,14.274394766409632,1.152858983766451,0.9685464122146622,,,
,,0.09752003385976044,0.06158921364223342,0.28570137730696105,0.034338484071174506,-0.02547623720948598,0.022056161982988293,,-0.0004951269509163349,0.0012117074175215816,0.006629017703131782,0.0,0.0,inertial,,2.2,imu,,2.2,,,,,1.0,,,,,,
,,0.05156545025547275,-0.020419704658156207,0.2917687356793909,0.034324144003108695,-0.02519993751776928,0.02238077112061273,,9.293742876261643e-05,-0.000795004319289299,0.005030403217678106,0.0,0.0,inertial,,2.25,imu,,2.25,,,,,1.0,,,,,,
89.32632494548137,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.25,radar_altimeter,2.0,2.2523859083,89.355625,,,,1.0,,,,,,
,,0.014424510148068566,0.10162868945622369,0.161840685042853,0.03456424730517454,-0.02501484368417015,0.02231209918311394,,0.0003579630088061106,-0.003926451846881571,0.01003060247150794,0.0,0.0,inertial,,2.3,imu,,2.3,,,,,1.0,,,,,,
,,0.08606918564387907,0.02659927597615243,0.20274826357129616,0.03456248619872842,-0.02501581538454749,0.02225527744720088,,-0.0012303603636560003,-0.0019397922481417453,0.0047911197255102985,0.0,0.0,inertial,,2.35,imu,,2.35,,,,,1.0,,,,,,
89.886118921278,,,,,,,,0.0,,,,1.0,0.0,altitude_agl,,2.375,radar_altimeter,2.0,2.3647848655,89.45771250000001,,,,0.0,,,,,,
,,0.053429753247302404,0.0712141439371931,0.1931875505741381,0.034627528856464855,-0.02495284657202253,0.022360542739178528,,-0.002568055757249128,0.002020762063921031,0.0065942473116083,0.0,0.0,inertial,,2.4,imu,,2.4,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,2.4,doppler_velocity,,2.4110134964,,14.043643679615501,1.1898463009144014,0.8320000000000004,1.0,14.08707589187993,1.5757490634413338,0.7654262591274849,,,
,,0.14273212065185326,0.0490421365731455,0.12707432063713436,0.034843276256506926,-0.024743659272391402,0.022405050181137774,,6.63777342539786e-05,0.0007602556639989082,0.005357490214532267,0.0,0.0,inertial,,2.45,imu,,2.45,,,,,1.0,,,,,,
,,0.07935535885890836,0.03329904257328806,0.18053766427341164,0.03482147257716942,-0.024756149327796725,0.022277818820991592,,0.0016764042277746729,0.0007989543507006761,0.004648413884169205,0.0,0.0,inertial,,2.5,imu,,2.5,,,,,1.0,,,,,,
,91.93226349344081,,,,,,,-0.002343367993102124,,,,0.0,0.0,altitude,,2.5,barometer,,2.5,,,,,1.0,,,,,,
89.53214904020525,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.5,radar_altimeter,2.0,2.5106865763,89.56250000000001,,,,1.0,,,,,,
,,0.04038750853175605,0.021703328261609287,0.23851722353863478,0.03481281660408149,-0.024908033361814144,0.02230678813333996,,-0.00026254311191860384,0.0016300136981452834,0.0059187833202795645,0.0,0.0,inertial,,2.55,imu,,2.55,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,2.6,doppler_velocity,,2.5951634905,,14.051232932969612,1.2052567025430234,0.8680000000000004,1.0,14.156960652716604,1.2592899433259068,1.0752520891787374,,,
,,0.12188004947633632,-0.05343809020591962,0.12989348931422348,0.034808396744918826,-0.025134379380427094,0.022349470891792258,,0.0014072027181455025,-0.00025388904597686807,0.004733490095131639,0.0,0.0,inertial,,2.6,imu,,2.6,,,,,1.0,,,,,,
89.38787001767349,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.625,radar_altimeter,2.0,2.6091774957,89.67021250000002,,,,1.0,,,,,,
,,0.14470353081772416,0.12344992768743718,0.20674742352609235,0.034708958139766356,-0.025073786171393893,0.022245526106820825,,0.0025603325738796003,0.0022633135568932133,0.004534198122217262,0.0,0.0,inertial,,2.65,imu,,2.65,,,,,1.0,,,,,,
,,0.11337351804855862,0.02369548570614975,0.20398203357625433,0.034836597384767985,-0.024881779183172914,0.022263520598494898,,-0.0018285579530976182,-0.0017232397708810264,0.005993558637131974,0.0,0.0,inertial,,2.7,imu,,2.7,,,,,1.0,,,,,,
,,0.08810495519975292,0.02565708254596919,0.24756799011635558,0.034794665454932504,-0.024880828749501885,0.022216687880057838,,-0.0023672634978734136,0.0012216692445722657,0.00613400631825487,0.0,0.0,inertial,,2.75,imu,,2.75,,,,,1.0,,,,,,
89.92740761218354,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.75,radar_altimeter,2.0,2.751214785,89.78062500000004,,,,1.0,,,,,,
,,0.13446706050251006,0.14581780875641914,0.2101506647538362,0.034885887994751376,-0.024801962445616162,0.022093848792970616,,-0.002376869997182989,0.001514994484015638,0.0064938417773614384,0.0,0.0,inertial,,2.8,imu,,2.8,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,2.8,doppler_velocity,,2.806078887,,14.059411517463925,1.2205687318953922,0.9040000000000005,1.0,14.324432899714875,1.353458588843882,1.1377887857398759,,,
89.52996855696044,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,2.875,radar_altimeter,2.0,2.8471288529,89.89396250000003,,,,1.0,,,,,,
,,0.04476227938393406,0.07121354287607444,0.20829224131879542,0.03486686208614693,-0.02481536737714855,0.021903544117944915,,-0.0002020891303306129,-0.0016997398159571359,0.004026857056542476,0.0,0.0,inertial,,2.85,imu,,2.85,,,,,1.0,,,,,,
,,0.10008851047952812,-0.03410698250769426,0.2495222387009222,0.0346630487673673,-0.025073506908662578,0.021878499767513163,,-0.0015895277911811426,0.0031307736612031438,0.008925888677897901,0.0,0.0,inertial,,2.9,imu,,2.9,,,,,1.0,,,,,,
,,0.10060735007327128,0.1781148893395525,0.16259869122356319,0.03432534290919135,-0.024772253963584512,0.021959101800163815,,0.0005385481516920225,0.003321527553449351,0.008489655279773512,0.0,0.0,inertial,,2.95,imu,,2.95,,,,,1.0,,,,,,
90.43106686220561,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,3.0,radar_altimeter,2.0,2.9982391774,90.01000000000002,,,,1.0,,,,,,
,,0.04992624012396795,0.12203332106422962,0.1535950342014481,0.03409566185227744,-0.025162232501557174,0.022289702357279933,,0.0007979433075941256,-0.0034778030130814,0.007010440576217705,0.0,0.0,inertial,,3.0,imu,,3.0,,,,,1.0,,,,,,
,91.71617108817316,,,,,,,0.0031186818627902037,,,,0.0,0.0,altitude,,3.0,barometer,,3.0,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,3.0,doppler_velocity,,3.0143873348,,14.068173904686766,1.235774978248208,0.9400000000000005,1.0,14.393471899761055,1.3615474509549788,0.9846396549233409,,,
,,0.0321531353662698,0.048518320557271226,0.11906777448580656,0.034170079673076996,-0.02515783613432236,0.02236253895439653,,0.0018973437532647682,0.0008462280404962178,0.00741003228375564,0.0,0.0,inertial,,3.05,imu,,3.05,,,,,1.0,,,,,,
,,0.062296670105993907,0.09015617075429724,0.2105565290141664,0.03403501265923655,-0.025087811097157738,0.02220028032039363,,-0.0004093037808889704,0.0029048180989486062,0.007912180025641011,0.0,0.0,inertial,,3.1,imu,,3.1,,,,,1.0,,,,,,
90.95613730808792,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,3.125,radar_altimeter,2.0,3.1261611995,90.12896250000001,,,,1.0,,,,,,
,,0.05257470767713104,0.11748102440066625,0.22847127177541665,0.034066325311621216,-0.025053819348255683,0.0221305776836218,,-0.00030951061524490156,-0.0014144551494892062,0.004435167319943787,0.0,0.0,inertial,,3.15,imu,,3.15,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,3.2,doppler_velocity,,3.1814433857,,14.077514171598047,1.2508680820750773,0.9760000000000005,1.0,14.181283996262138,1.2772384153208634,1.0748831563295242,,,
,,0.06292916619714778,0.07378698476124076,0.21270831056846382,0.03399497512584014,-0.02520280677870113,0.02211699906919619,,-0.0032645930900851287,-0.0002087339479952228,0.007909037762499117,0.0,0.0,inertial,,3.2,imu,,3.2,,,,,1.0,,,,,,
89.96148904159894,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,3.25,radar_altimeter,2.0,3.2460510484,90.25062500000001,,,,1.0,,,,,,
,,0.10027673310400385,0.002474161789328619,0.17350740960402644,0.03407706321465379,-0.025378530321538542,0.02218017780614602,,-4.5616138625232074e-05,-0.0022310908002207597,0.008450640229367886,0.0,0.0,inertial,,3.25,imu,,3.25,,,,,1.0,,,,,,
,,0.0513144189134227,0.010331925392711133,0.18753623449260187,0.03412656074114799,-0.025173555293122242,0.0221950603039223,,-0.0010871234842341375,0.0017634661467769619,0.008210041335732846,0.0,0.0,inertial,,3.3,imu,,3.3,,,,,1.0,,,,,,
,,0.09064792296420185,-0.0017069961044282322,0.3235010395670866,0.03420217628988682,-0.025348927999685716,0.02183081170035227,,0.0004488144318270368,-0.0003501044215093199,0.007737411849314031,0.0,0.0,inertial,,3.35,imu,,3.35,,,,,1.0,,,,,,
90.7586641018452,,,,,,,,0.0,,,,0.0,0.0,altitude_agl,,3.375,radar_altimeter,2.0,3.3867422286,90.37521250000002,,,,1.0,,,,,,
,,0.09440981337988302,0.05151725978851585,0.163915094817714,0.034076021318995627,-0.02535347224772576,0.021729193395387796,,0.0019788548471075043,-0.0008447955428282597,0.011076274938216342,0.0,0.0,inertial,,3.4,imu,,3.4,,,,,1.0,,,,,,
,,,,,,,,,,,,0.0,0.0,velocity_3d,,3.4,doppler_velocity,,3.418355227,,14.087426004533018,1.2658407386083808,1.0120000000000005,1.0,14.289504398724388,1.3416730638543803,1.1683221363808978,,,
