accepted,gate,huber_max_inflation,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,70.0,1.1650345623539808,9.467213386359944,0.0,0.9740402998213399,-1.7575444605908253,1.1682440300390908,-1.6986502594434398,2.709090132975043,0.0,0.0,gps_range_bearing_altitude,0.0,0.0
1.0,70.0,1.0,2.8742983333486642,0.0,0.11435948508110999,-0.9720037460392916,,,0.9720037460392916,0.0,0.0,barometer_altitude,0.0,0.0
1.0,70.0,1.0,2.2495629290976913,0.5,0.12512438274464247,0.7957362091337075,,,0.7957362091337075,0.0,0.0,barometer_altitude,0.0,0.5
1.0,70.0,2.9237812611639,5.422539998318345,0.6,0.1847893511458569,-0.31509309060323254,0.2211435664648117,-0.9473051286171035,1.0225336862123129,0.0,0.0,doppler_velocity,0.050000000000000044,0.65
1.0,70.0,1.0,1.3301909745377047,1.0,0.02345957128885582,0.2037389353789223,,,0.2037389353789223,0.0,0.0,barometer_altitude,0.0,1.0
1.0,70.0,1.0,0.6981156198102143,1.0,0.501930818215543,-0.1455952958272082,0.14497934349675834,-0.1162984736017093,0.23609814732405418,0.0,0.0,doppler_velocity,0.050000000000000044,1.05
1.0,70.0,1.0,0.8520919312602824,1.0,0.5333352457744361,0.6222810781190304,,,0.6222810781190304,0.0,0.0,radar_altimeter,0.050000000000000044,1.05
1.0,70.0,1.0,0.736963904798227,1.125,1.5654242977352089,0.9220665187876591,,,0.9220665187876591,0.0,0.0,radar_altimeter,0.02499999999999991,1.15
1.0,70.0,1.0,0.44111421090831393,1.2,0.4696070026489937,-0.007423975542147687,-0.13133877408464967,-0.11538879706253702,0.17498446639187262,0.0,0.0,doppler_velocity,0.0,1.2
1.0,70.0,1.0,0.6939961439407026,1.25,0.02575588629616173,0.11137694645482554,,,0.11137694645482554,0.0,0.0,radar_altimeter,0.0,1.25
1.0,70.0,1.0,0.6723983242596113,1.375,0.324270643504568,0.3828956558947425,,,0.3828956558947425,0.0,0.0,radar_altimeter,0.02499999999999991,1.4
1.0,70.0,1.0,0.44366244577780095,1.4,0.22340146890079488,-0.08585405914898736,0.0562075859447595,0.06423599518344636,0.12106393049667226,0.0,0.0,doppler_velocity,0.050000000000000044,1.45
1.0,70.0,1.0,0.658528471949279,1.5,1.401554514461324,-0.7796138647209432,,,0.7796138647209432,0.0,0.0,radar_altimeter,0.0,1.5
1.0,70.0,1.0,1.0787252623672203,1.5,0.3523963541132131,0.6403634750785443,,,0.6403634750785443,0.0,0.0,barometer_altitude,0.0,1.5
1.0,70.0,1.0,0.41706375264628237,1.6,1.2371067196236636,0.1623928726706403,-0.14546047898597814,-0.15555695682584225,0.26782113967715454,0.0,0.0,doppler_velocity,0.0,1.6
1.0,70.0,1.0,0.6469818470060331,1.625,0.009424196630020807,0.06280789883498983,,,0.06280789883498983,0.0,0.0,radar_altimeter,0.02499999999999991,1.65
1.0,70.0,1.0,0.6416592679688184,1.75,0.25483840041687866,-0.3239193607580262,,,0.3239193607580262,0.0,0.0,radar_altimeter,0.050000000000000044,1.8
1.0,70.0,1.0737827613038406,0.4339963320242542,1.8,2.4246459222963925,0.3479056146624444,0.16795880219517945,-0.07691666438256362,0.39390944290310254,0.0,0.0,doppler_velocity,0.050000000000000044,1.85
1.0,70.0,1.0,0.6367587307269587,1.875,0.4966184199596863,0.44873125526353874,,,0.44873125526353874,0.0,0.0,radar_altimeter,0.02499999999999991,1.9
1.0,70.0,1.0,0.4069538864009851,2.0,1.128596407462686,-0.1994693862631305,-0.13188593239615032,0.06996059871729621,0.24915140094543806,0.0,0.0,doppler_velocity,0.0,2.0
1.0,70.0,1.0,5.072736051986728,2.0,1.741668999988369,-4.653091770017106,-0.08510124431004273,0.5722707968014333,4.6889230220654925,0.0,0.0,gps_range_bearing_altitude,0.0,2.0
1.0,70.0,1.0,1.0691075642402679,2.0,1.5418077838905766,1.3275060813111423,,,1.3275060813111423,0.0,0.0,barometer_altitude,0.0,2.0
1.0,70.0,1.0,0.6320172027618635,2.0,0.2479054361511288,-0.31468201653500216,,,0.31468201653500216,0.0,0.0,radar_altimeter,0.04999999999999982,2.05
1.0,70.0,1.0,0.6296931873064032,2.125,0.046603766166624844,0.1359375698932297,,,0.1359375698932297,0.0,0.0,radar_altimeter,0.02499999999999991,2.15
1.0,70.0,1.0,0.40252148456420617,2.2,1.7296813020870212,0.034598720937774274,-0.05346159328493272,0.30243212766192873,0.309063756026511,0.0,0.0,doppler_velocity,0.0,2.2
1.0,70.0,1.0,0.6276122686289405,2.25,0.02562761810020156,-0.10047211543709977,,,0.10047211543709977,0.0,0.0,radar_altimeter,0.04999999999999982,2.3
1.0,70.0,1.1737359876092401,0.4199118770180335,2.4,2.901006570232353,-0.1884594961655086,0.3802904599853938,-0.05490276024110641,0.42796276559176516,0.0,0.0,doppler_velocity,0.050000000000000266,2.45
1.0,70.0,1.0,1.0652286658898804,2.5,0.11453307472106197,0.36050252003846595,,,0.36050252003846595,0.0,0.0,barometer_altitude,0.0,2.5
1.0,70.0,1.0,0.6260280916324136,2.5,0.020755717901215952,-0.09019089598322694,,,0.09019089598322694,0.0,0.0,radar_altimeter,0.04999999999999982,2.55
1.0,70.0,1.0,0.3909413654217032,2.6,1.5150341455360588,-0.04958730386963417,-0.07204120213942189,0.26441802683292515,0.27850624485811803,0.0,0.0,doppler_velocity,0.0,2.6
1.0,70.0,1.0,0.62407274287369,2.625,0.3146374479279603,-0.35005833278785303,,,0.35005833278785303,0.0,0.0,radar_altimeter,0.02499999999999991,2.65
1.0,70.0,1.0,0.623755980026184,2.75,0.0151749270002936,0.07683834949833113,,,0.07683834949833113,0.0,0.0,radar_altimeter,0.04999999999999982,2.8
1.0,70.0,1.0,0.3925218469251207,2.8,0.9482283999774297,0.12110719991705743,0.013019000029195205,0.1843087245515901,0.2209211492350703,0.0,0.0,doppler_velocity,0.050000000000000266,2.85
1.0,70.0,1.0,0.6216033492942775,2.875,0.4193431185770824,-0.4025298636500594,,,0.4025298636500594,0.0,0.0,radar_altimeter,-0.02499999999999991,2.85
1.0,70.0,1.0,0.6215709966914351,3.0,0.355921666009983,0.3708241025362895,,,0.3708241025362895,0.0,0.0,radar_altimeter,0.0,3.0
