accepted,adaptive_measurement_scale,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,1.0,55.0,9.10634488921759,0.0,1.1176007000195798,-1.7575444605908253,1.1682440300390908,-1.6986502594434398,2.709090132975043,0.0,0.0,gps_range_bearing_altitude,0.0,0.0
1.0,1.0,55.0,2.3470248220270253,0.0,0.13570393084369395,-0.8645973430255935,,,0.8645973430255935,0.0,0.0,barometer_altitude,0.0,0.0
1.0,1.0,55.0,2.0174148306093698,0.5,0.17219784157227216,0.8371611402751569,,,0.8371611402751569,0.0,0.0,barometer_altitude,0.0,0.5
1.0,1.0,55.0,5.235330497879421,0.6,0.4893255148618506,-0.31509309060323076,0.22114356646481104,-1.238471281117502,1.296919136603165,0.0,0.0,doppler_velocity,0.050000000000000044,0.65
1.0,1.0,55.0,0.9207483168870334,1.0,0.07206430281169048,0.24717299976774143,,,0.24717299976774143,0.0,0.0,barometer_altitude,0.0,1.0
1.0,1.0,55.0,0.5174691683139285,1.0,0.5081853141173674,-0.14559528617495943,0.14497933672246388,-0.05672050585986377,0.21315302300894712,0.0,0.0,doppler_velocity,0.050000000000000044,1.05
1.0,1.0,55.0,0.7400045629948828,1.0,0.7025367663208979,0.6202530754829212,,,0.6202530754829212,0.0,0.0,radar_altimeter,0.050000000000000044,1.05
1.0,1.0,55.0,0.6959076765301724,1.125,2.152988615378378,1.0211099165604907,,,1.0211099165604907,0.0,0.0,radar_altimeter,0.02499999999999991,1.15
1.0,1.0,55.0,0.4320886506893057,1.2,0.47669813515458315,-0.00861597515543977,-0.1301517795205427,-0.11246070794610774,0.17222407372949594,0.0,0.0,doppler_velocity,0.0,1.2
1.0,1.0,55.0,0.672835082791684,1.25,0.14558551756251925,0.25672473581595057,,,0.25672473581595057,0.0,0.0,radar_altimeter,0.0,1.25
1.0,1.0,55.0,0.6594855646403355,1.375,0.5834529689775436,0.5037420681536418,,,0.5037420681536418,0.0,0.0,radar_altimeter,0.02499999999999991,1.4
1.0,0.96,55.0,0.4366270837797824,1.4,0.23108624727304183,-0.08557412498899986,0.0551720666683857,0.06572548311313708,0.12118880698541856,0.0,0.0,doppler_velocity,0.050000000000000044,1.45
1.0,0.9216,55.0,0.6386742356532094,1.5,1.0941340894311715,-0.6680587730582062,,,0.6680587730582062,0.0,0.0,radar_altimeter,0.0,1.5
1.0,0.9216,55.0,0.7557698941835295,1.5,0.9114634156913686,0.7215380008459675,,,0.7215380008459675,0.0,0.0,barometer_altitude,0.0,1.5
1.0,0.9216,55.0,0.40087457879328386,1.6,1.3133271374140705,0.16204910759945257,-0.14537337753609303,-0.15152221269416133,0.26524010464061626,0.0,0.0,doppler_velocity,0.0,1.6
1.0,0.9216,55.0,0.6166969265022604,1.625,0.033490115747713725,0.11285741752929823,,,0.11285741752929823,0.0,0.0,radar_altimeter,0.02499999999999991,1.65
1.0,0.9216,55.0,0.6127586505025199,1.75,0.20728949068543498,-0.27898322688476185,,,0.27898322688476185,0.0,0.0,radar_altimeter,0.050000000000000044,1.8
1.0,0.9216,55.0,0.40374173378273037,1.8,2.8291771412939952,0.3465393173037601,0.16991394323260733,-0.07132728133852317,0.3924892706881994,0.0,0.0,doppler_velocity,0.050000000000000044,1.85
