accepted,adaptive_measurement_scale,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,1.0,55.0,5.963430220938282,0.0,0.05779998606312567,-1.4337056895925002,,,1.4337056895925002,0.0,0.0,barometer_altitude,0.0,0.0
1.0,1.0,55.0,6.008094539868693,0.0,0.022186377185673477,-0.44844479577386487,0.22161025731464745,-0.12938904066871323,0.516677234691928,0.0,0.0,doppler_velocity,0.0,0.0
1.0,1.0,55.0,4.294738746145027,0.0,0.2453223450794383,2.127185206860304,,,2.127185206860304,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,55.0,5.0192484806068425,0.0,0.7683280966313971,-4.399588454514742,,,4.399588454514742,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,55.0,2.5834719638968067,0.0,0.0013419164997696483,0.09463820606470108,,,0.09463820606470108,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,55.0,2.6135763834174957,0.0,0.020245863283743136,-0.3718804493546486,,,0.3718804493546486,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,55.0,2.6810328497866993,0.0,0.8040909827353994,-2.4041121937334538,,,2.4041121937334538,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,55.0,0.998657725889669,0.25,2.3653477092645,-1.5359043202383447,,,1.5359043202383447,0.0,0.0,barometer_altitude,0.0,0.25
1.0,1.0,55.0,0.5008680894489063,0.3333333333,0.15828364404781095,-0.056212135587923484,0.022603470081157484,-0.09777288428030262,0.11502285836977937,0.0,0.0,doppler_velocity,0.0166666667,0.35
1.0,1.0,55.0,0.8998592139787456,0.5,0.6697886175694221,0.7364503100228319,,,0.7364503100228319,0.0,0.0,barometer_altitude,0.0,0.5
1.0,1.0,55.0,0.49402628979615076,0.6666666667,1.1022378595950064,0.21194832258209217,-0.20976938316722515,-0.02802974380594469,0.2995178660740418,0.0,0.0,doppler_velocity,0.03333333329999999,0.7
