accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,55.0,5.963430220938282,0.0,0.05779998606312567,-1.4337056895925002,,,1.4337056895925002,0.0,0.0,barometer_altitude,0.0,0.0
1.0,55.0,6.008094539868693,0.0,0.022186377185673477,-0.44844479577386487,0.22161025731464745,-0.12938904066871323,0.516677234691928,0.0,0.0,doppler_velocity,0.0,0.0
1.0,55.0,4.294738746145027,0.0,0.2453223450794383,2.127185206860304,,,2.127185206860304,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,55.0,5.0192484806068425,0.0,0.7683280966313971,-4.399588454514742,,,4.399588454514742,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,55.0,2.5834719638968067,0.0,0.0013419164997696483,0.09463820606470108,,,0.09463820606470108,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,55.0,2.6135763834174957,0.0,0.020245863283743136,-0.3718804493546486,,,0.3718804493546486,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,55.0,2.6810328497866993,0.0,0.8040909827353994,-2.4041121937334538,,,2.4041121937334538,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,55.0,0.998657725889669,0.25,2.3653477092645,-1.5359043202383447,,,1.5359043202383447,0.0,0.0,barometer_altitude,0.0,0.25
1.0,55.0,0.5008680894489063,0.3333333333,0.15828364404781095,-0.056212135587923484,0.022603470081157484,-0.09777288428030262,0.11502285836977937,0.0,0.0,doppler_velocity,0.0166666667,0.35
1.0,55.0,0.8998592139787456,0.5,0.6697886175694221,0.7364503100228319,,,0.7364503100228319,0.0,0.0,barometer_altitude,0.0,0.5
1.0,55.0,0.49402628979615076,0.6666666667,1.1022378595950064,0.21194832258209217,-0.20976938316722515,-0.02802974380594469,0.2995178660740418,0.0,0.0,doppler_velocity,0.03333333329999999,0.7
1.0,55.0,0.8579512036443383,0.75,3.745364487509272,1.6603881760313328,,,1.6603881760313328,0.0,0.0,barometer_altitude,0.0,0.75
1.0,55.0,2.0314412120574716,1.0,0.15947035571349794,-0.811230443418026,,,0.811230443418026,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,55.0,2.142650704068841,1.0,0.03632937164150685,0.4083949103951454,,,0.4083949103951454,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,55.0,2.0558986172812426,1.0,0.002532171790653142,-0.10345423594117165,,,0.10345423594117165,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,55.0,2.003201682294897,1.0,0.3761586586084877,1.2285991422832012,,,1.2285991422832012,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,55.0,2.1260419110590103,1.0,1.163272986547629,2.2930453456938267,,,2.2930453456938267,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,55.0,0.8312807538224755,1.0,0.9144034146105315,-0.7949075926538001,,,0.7949075926538001,0.0,0.0,barometer_altitude,0.0,1.0
1.0,55.0,0.4685962878650708,1.0,2.8930741566099347,-0.22026920556255902,0.2114678929127256,0.3438855345413684,0.45988526125427365,0.0,0.0,doppler_velocity,0.0,1.0
1.0,55.0,0.8182298995075429,1.25,0.18967678315650544,-0.3563546523815546,,,0.3563546523815546,0.0,0.0,barometer_altitude,0.0,1.25
1.0,55.0,0.45905950917926236,1.3333333333,1.812351901403066,-0.21362929474130254,0.18925700707930293,0.2140908226576013,0.35677804114952216,0.0,0.0,doppler_velocity,0.016666666700000166,1.35
1.0,55.0,0.8089349879105444,1.5,0.2545068856652354,-0.4080969868122679,,,0.4080969868122679,0.0,0.0,barometer_altitude,0.0,1.5
1.0,55.0,0.44058876877513603,1.6666666667,6.177190649830111,0.44618729474098373,-0.20929621508426477,-0.39585927995787096,0.6321333539417457,0.0,0.0,doppler_velocity,0.03333333329999988,1.7
1.0,55.0,0.8020605832402364,1.75,0.4857780401403026,-0.5590184129755755,,,0.5590184129755755,0.0,0.0,barometer_altitude,0.0,1.75
1.0,55.0,0.7991301969782324,2.0,0.18488366329642325,0.34361080395467525,,,0.34361080395467525,0.0,0.0,barometer_altitude,0.0,2.0
1.0,55.0,0.4162665559243566,2.0,3.9973359939920665,-0.17261456849727708,0.007544574281765026,0.4470099861245056,0.47923964522316487,0.0,0.0,doppler_velocity,0.0,2.0
1.0,55.0,1.9217301470081154,2.0,0.9022972792165623,-1.8254385888576508,,,1.8254385888576508,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,55.0,1.9848372166147878,2.0,0.6471682946113625,-1.5967374481260777,,,1.5967374481260777,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,55.0,1.9557904367686427,2.0,1.1512426632221042,-2.0984844528138638,,,2.0984844528138638,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,55.0,1.918285938352467,2.0,0.04440243420259087,0.40421900898218155,,,0.40421900898218155,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,55.0,2.001849829648033,2.0,2.2834345327843427e-06,0.0030250027775764465,,,0.0030250027775764465,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,55.0,0.7933180552255702,2.25,2.2020914910756533,-1.1772400214691459,,,1.1772400214691459,0.0,0.0,barometer_altitude,0.0,2.25
1.0,55.0,0.40628679154364117,2.3333333333,1.9756581824072021,-0.002023676473932312,-0.03982178160556771,-0.32636199190492987,0.3287887153125335,0.0,0.0,doppler_velocity,0.016666666699999944,2.35
1.0,55.0,0.7900277752807534,2.5,0.017467326674889153,0.10441324218660952,,,0.10441324218660952,0.0,0.0,barometer_altitude,0.0,2.5
1.0,55.0,0.39696193243796063,2.6666666667,4.0984003069869805,-0.07726422812093858,-0.10591261590802725,-0.44398703777024595,0.4629381523093593,0.0,0.0,doppler_velocity,0.03333333330000032,2.7
1.0,55.0,0.787324701748179,2.75,2.24981006599069,-1.1809372049911957,,,1.1809372049911957,0.0,0.0,barometer_altitude,0.0,2.75
1.0,55.0,1.8863361906753153,3.0,0.11072062290582699,-0.6276728697121143,,,0.6276728697121143,0.0,0.0,gnss_pseudorange,0.0,3.0
1.0,55.0,1.9295646977219831,3.0,0.12948823329325945,0.6943436972796917,,,0.6943436972796917,0.0,0.0,gnss_pseudorange,0.0,3.0
