accepted,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,65.0,9.348454417709913,0.0,0.8364948587249456,-1.3522869859131923,1.106380807190388,1.8452093085948604,2.541172165618568,0.0,0.0,gps_range_bearing_altitude,0.0,0.0
1.0,65.0,2.703281109720174,0.0,1.3545243602198196,-3.146187632805791,,,3.146187632805791,0.0,0.0,barometer_altitude,0.0,0.0
1.0,65.0,1.4743165050461577,0.2,0.5929510116517299,-1.1352725437572957,,,1.1352725437572957,0.0,0.0,barometer_altitude,0.0,0.2
1.0,65.0,1.484428822091781,0.4,1.67965492902163,1.9238420478086056,,,1.9238420478086056,0.0,0.0,barometer_altitude,0.0,0.4
1.0,65.0,1.4599792722756777,0.6,0.5827968227375234,-1.1145646835631453,,,1.1145646835631453,0.0,0.0,barometer_altitude,0.0,0.6
1.0,65.0,1.39312598023163,0.8,0.12834374612158772,-0.4990887116150873,,,0.4990887116150873,0.0,0.0,barometer_altitude,0.0,0.8
1.0,65.0,5.918244060071922,1.0,3.316101139312331,-6.394923467654628,-0.13763984852094335,3.3951309872260396,7.241609303565281,0.0,0.0,gps_range_bearing_altitude,0.0,1.0
1.0,65.0,1.2945869491530753,1.0,0.16262252620933598,-0.5220613909373668,,,0.5220613909373668,0.0,0.0,barometer_altitude,0.0,1.0
1.0,65.0,1.2585639777870812,1.2,0.08724892392519863,-0.37175373197183603,,,0.37175373197183603,0.0,0.0,barometer_altitude,0.0,1.2
1.0,65.0,1.225201967471132,1.4,0.003777704591047249,-0.07530463060776071,,,0.07530463060776071,0.0,0.0,barometer_altitude,0.0,1.4
1.0,65.0,1.1974583997959076,1.6,0.06840616757745636,0.31319012833465365,,,0.31319012833465365,0.0,0.0,barometer_altitude,0.0,1.6
1.0,65.0,1.17544188738205,1.8,1.1797910525121293,1.2767436661200975,,,1.2767436661200975,0.0,0.0,barometer_altitude,0.0,1.8
1.0,65.0,5.968922926779382,2.0,1.3969970148699502,0.6765341224402874,0.05363179850990951,-3.2061888493963124,3.277227750192334,0.0,0.0,gps_range_bearing_altitude,0.0,2.0
1.0,65.0,1.1483842776772275,2.0,0.03482985415113447,-0.21432018029736355,,,0.21432018029736355,0.0,0.0,barometer_altitude,0.0,2.0
1.0,65.0,1.1394675386822564,2.2,0.06315164441798797,-0.28634808912975984,,,0.28634808912975984,0.0,0.0,barometer_altitude,0.0,2.2
