altitude_m,ax,ay,az,bax_true,bay_true,baz_true,bias_true_m,gx,gy,gz,is_dropout,is_outlier,kind,latency_s,measurement_time_s,sensor,time_s,valid,vx,vy,vz,x,y,z
,0.4927448886960763,0.28212980274902477,-0.2659671877376571,0.03244741454883854,-0.029780103991095357,0.0159682795179198,,-9.550011593632471e-05,-0.0009689816484009537,0.015016150313787276,0.0,0.0,inertial,,34.95,imu,34.95,1.0,,,,,,
,0.47211712166986736,0.3335523438000591,-0.2604073963160367,0.032381097932957265,-0.029634207198174604,0.01574776989769178,,0.0009805278143773688,-0.001791748131994234,0.01603333434936473,0.0,0.0,inertial,,35.0,imu,35.0,1.0,,,,,,
,,,,,,,,,,,1.0,0.0,position_velocity,0.0,35.0,gps,35.0,0.0,21.580238381208886,1.2923839845008986,-0.34696761849431523,750.7251917427778,56.121665020224434,126.96194329001783
127.39737143363435,,,,,,,0.008461893997394746,,,,0.0,0.0,altitude,,35.0,barometer,35.0,1.0,,,,,,
,0.4466717668684861,0.2658051989998113,-0.2830473730019797,0.03263062442245816,-0.029559610260192007,0.01610742204828151,,-0.00038851374163273694,0.001975691738951456,0.014567360009515884,0.0,0.0,inertial,,35.05,imu,35.05,1.0,,,,,,
,0.4982029164937689,0.29502054138058265,-0.18314752413284643,0.03246699288331516,-0.029402431006295898,0.01620261735382974,,0.0003042747960142515,-0.0013945097261853696,0.015362227329999919,0.0,0.0,inertial,,35.1,imu,35.1,1.0,,,,,,
,0.38874295571924,0.3281170405398098,-0.20771480211689541,0.03246373783004035,-0.02925230863011774,0.016004159192212628,,-0.0017257417787560738,0.00011356280101443197,0.01615239997966486,0.0,0.0,inertial,,35.15,imu,35.15,1.0,,,,,,
,0.4749750144111758,0.3318921234523689,-0.20770529413542166,0.03250894195867275,-0.029475072724166804,0.015872864145096886,,0.002162041590585815,0.00034644586893441354,0.0156453933627412,0.0,0.0,inertial,,35.2,imu,35.2,1.0,,,,,,
126.8664833381961,,,,,,,0.00746311328287836,,,,0.0,0.0,altitude,,35.2,barometer,35.2,1.0,,,,,,
,0.5306741092587229,0.327443424362461,-0.2507145193753433,0.03270995329497545,-0.029714320644423402,0.015701084184208014,,-0.003115796273596269,-0.0024467577905208076,0.016919849673085734,0.0,0.0,inertial,,35.25,imu,35.25,1.0,,,,,,
