bax,bax_error,bay,bay_error,baz,baz_error,covariance_trace,filter,nees_position,pos_error_m,profile,px,py,pz,sigma_pos_m,sigma_velocity_mps,time_s,velocity_error_mps,vx,vy,vz,yaw_error_rad,yaw_est_rad
0.0,-0.035,0.0,0.025,0.0,-0.02,51.723554435166214,ekf,4.93553653442426,5.902517064193469,dropout_robust,5.779680662486848,1.165712266155258,120.27588774040512,3.908139510709184,6.0,0.0,0.5787918451395112,18.5,1.25,0.35,-0.01567620736653641,0.06746502452190475
0.0,-0.035020710582094224,0.0,0.024976255978665023,0.0,-0.019976693477099974,51.81600850266619,ekf,4.953387927446263,5.924926466711863,dropout_robust,6.7048771150059725,1.2285153520851029,120.29333705561116,3.91963722366831,6.0002039965321154,0.05,0.582726801646313,18.507858100764974,1.262123437193796,0.34797260824165105,-0.015990270499958825,0.06808850635378913
0.0,-0.03498235722168121,0.0,0.024941346661422194,0.0,-0.020155300019536016,52.09072573276706,ekf,4.926454841830286,5.947446808421847,dropout_robust,7.630473412668122,1.2920030329249064,120.3106554759414,3.953931037135488,6.000595471396463,0.1,0.5849879013530035,18.515993805721003,1.277383796398346,0.34476420496754107,-0.01613535649073805,0.06887899544704028
0.0,-0.035095630697106334,0.0,0.02502173050982493,0.0,-0.02040512711988954,52.54773807575551,ekf,4.8582865578254415,5.970124267106027,dropout_robust,8.556524568149385,1.3561962434103714,120.32783812901886,4.010440176157321,6.001174389793947,0.15,0.5899271681297068,18.526052413529523,1.290344623020258,0.34254191813077184,-0.016409878158310853,0.06953797227176986
-2.2882377309409637e-16,-0.035145345406341934,2.3868482060203444e-17,0.025047769715059932,0.0013727012392448024,-0.018980163061850186,50.104274965777044,ekf,4.886953192198507,5.9954328935855985,dropout_robust,9.483020144750125,1.4211166262818193,119.68813587593277,3.9877189502974995,5.8096779545382855,0.2,1.1089385650305665,18.533770650500042,1.306470691837661,-0.7567791036837634,-0.016504217633432017,0.07037494854733717
-2.2882377309409637e-16,-0.03516875427525342,2.3868482060203444e-17,0.024858526807236013,0.0013727012392448024,-0.018981767171311975,50.784291151897364,ekf,4.7745673397671675,6.020910108641005,dropout_robust,10.409908310154872,1.486815333173786,119.65023096252372,4.0707185711174585,5.810638719227836,0.25,1.1110643084391847,18.541755965689834,1.321477583841007,-0.7594174326786776,-0.01665814102134755,0.071150052606352
-2.2882377309409637e-16,-0.03514169790270104,2.3868482060203444e-17,0.024809393034108247,0.0013727012392448024,-0.019080051792861777,51.635434252694964,ekf,4.627821162547075,6.0469113586271,dropout_robust,11.3372994905609,1.5532459192269725,119.61221985008363,4.172346315232476,5.811792907502285,0.3,1.114418758690011,18.553891250551295,1.3357458582864623,-0.761027064924791,-0.01686605994449719,0.07186876787883022
-2.2882377309409637e-16,-0.03484582736297406,2.3868482060203444e-17,0.0248200093687098,0.0013727012392448024,-0.018664510190421514,52.65780159192881,ekf,4.457056371592337,6.073423523141261,dropout_robust,12.265190537835029,1.6204445659735554,119.57412765637844,4.29129024823696,5.813140406101343,0.35,1.115319777241279,18.561750640413837,1.3522000115768453,-0.7626606832826764,-0.016938690833941283,0.0727202736272754
6.292640160297299e-16,-0.03504635378170648,-1.1557163563488993e-17,0.024981121969472674,-0.005775014719613042,-0.02570568306419014,49.507371419091704,ekf,4.482083013848791,6.097545205895177,dropout_robust,13.193500457476468,1.6883435648632246,120.5862687686522,4.333942196851542,5.502210566639615,0.4,1.3773884617618717,18.57064614524373,1.3637599440099273,1.4353192585457126,-0.01727576412970455,0.0733047357724917
6.292640160297299e-16,-0.034778328537014874,-1.1557163563488993e-17,0.024792563936148565,-0.005775014719613042,-0.025865950901070914,50.69351682202274,ekf,4.303527341541866,6.125967836577966,dropout_robust,14.122225651077672,1.7569650085898545,120.65803918515823,4.466562591534955,5.503938187027774,0.45,1.3781675447348525,18.57836159880448,1.3810978050552714,1.4354974016951532,-0.017296765896923638,0.07420256530321759
6.292640160297299e-16,-0.03471791648350366,-1.1557163563488993e-17,0.02484806127662349,-0.005775014719613042,-0.025748030075049458,52.03356240827009,ekf,4.113461495283368,6.1550632730861095,dropout_robust,15.051395699079178,1.8263754085659192,120.72985240768043,4.611828053803835,5.505869595406098,0.5,1.381452871646327,18.588440321255735,1.3953181939873178,1.437031499193062,-0.01749210691673353,0.07492324921063503
6.292640160297299e-16,-0.034736223995144776,-1.1557163563488993e-17,0.024995808204259742,-0.005775014719613042,-0.025746747172886823,53.52766437629785,ekf,3.9196161535896894,6.184871270151569,dropout_robust,15.981070215178258,1.8965233952549432,120.80178584991317,4.76859947811565,5.508004579456364,0.55,1.3858763770011202,18.598540322707464,1.410601273573645,1.4403061901167036,-0.017628673396231864,0.07569979980339935
-3.1249274005461065e-17,-0.03460109421466442,-5.571777960497806e-18,0.024860621460359167,0.001193521171722057,-0.018791231568559653,51.79097205550359,ekf,3.3583980192006346,6.17109397259,dropout_robust,16.911250233413245,1.9674691093369487,120.2808432045701,4.856383483183964,5.268453796290884,0.6,0.6165664408290638,18.608660406692014,1.4272272897065916,0.35825960084620734,-0.017691502141776727,0.07654707955892219
-3.1249274005461065e-17,-0.03431843383740058,-5.571777960497806e-18,0.024858736282487345,0.001193521171722057,-0.018479926986241627,53.44311508521737,ekf,3.174874817120507,6.194693724439188,dropout_robust,17.84190746489422,2.0391286520317715,120.29859935859687,5.020981765832779,5.27095309586249,0.65,0.6174316654165078,18.617628852546986,1.4391544180863298,0.35198656022453023,-0.017998370252491735,0.07714721145401647
-3.1249274005461065e-17,-0.03427720313240054,-5.571777960497806e-18,0.025087266452682087,0.001193521171722057,-0.01855984491071927,55.23678920052986,ekf,2.998822481994255,6.21837450766769,dropout_robust,18.77306856594437,2.111496452406845,120.31613984405641,5.193778662359699,5.273664495949398,0.7,0.6189383112076148,18.628815189459036,1.4555575969166215,0.3496328581566648,-0.018073061208710328,0.07797631290016659
-3.1249274005461065e-17,-0.034364805949172336,-5.571777960497806e-18,0.025087382517930253,0.001193521171722057,-0.018772128842336193,57.172205546720605,ekf,2.8314297315213643,6.24222362636584,dropout_robust,19.70480656851539,2.184702408445177,120.33370554372642,5.374003010848338,5.276587671734817,0.75,0.6219714129381307,18.640704913381672,1.4726806446166438,0.35299512864393456,-0.018110131247965455,0.07883972939079453
-2.338296028233144e-16,-0.03429250739008881,-3.331886811663057e-18,0.025068540218453117,0.0058514529340143884,-0.013986259720370734,57.119539157310626,ekf,2.646116856342465,6.26333344608655,dropout_robust,20.637135152851805,2.258749423462279,120.09479223749544,5.503553528270205,5.136216776891828,0.8,0.6427808741572422,18.65243846007482,1.4891999560674343,-0.040434022856565166,-0.018176514356820217,0.07967042953222346
-2.338296028233144e-16,-0.03426099257719389,-3.331886811663057e-18,0.024884378158401603,0.0058514529340143884,-0.01384676816015389,59.23617100773276,ekf,2.5006376242625077,6.287258925653941,dropout_robust,21.569945043960224,2.333637798284175,120.09275660339655,5.689653654199001,5.13948371200285,0.85,0.6412532185443763,18.659957184261955,1.5063350368084298,-0.040991341099259074,-0.018189661686219605,0.0805508656506418
-2.338296028233144e-16,-0.034122044398505975,-3.331886811663057e-18,0.0250627087690337,0.0058514529340143884,-0.013837591598195377,61.487734065213736,ekf,2.363928030809111,6.311206063946716,dropout_robust,22.503220388480905,2.409303922727404,120.0908317283207,5.881147727439095,5.142967184291726,0.9,0.6419857443389467,18.671056596565148,1.5203099409207144,-0.03600366193468204,-0.018383733676860636,0.08124678168856365
-2.338296028233144e-16,-0.034042598157968305,-3.331886811663057e-18,0.025073238790204806,0.0058514529340143884,-0.01401252177389409,63.874493684701015,ekf,2.2359491945161434,6.335382213525878,dropout_robust,23.43718344480079,2.4857461342378286,120.08902361042207,6.077547731812669,5.14666675627921,0.95,0.647369903889519,18.687465656230437,1.5373785194962668,-0.036321054009979224,-0.018433761755648703,0.0820830515297034
0.015848798272450282,-0.018319076127385647,0.010401958785266768,0.0355799704420108,0.0030136532558590907,-0.016860882309734607,28.503926387483848,ekf,1.3324430482872764,2.857378669318896,dropout_robust,20.315013456379177,-0.0996436279946478,120.19168555404698,3.571486359871455,3.9114525753474427,1.0,2.8218565047029203,16.14920144396246,-0.12250246884308258,0.10228769549321942,-0.10898484913228712,-0.00758552177679179
0.015848798272450282,-0.018425839427421223,0.010401958785266768,0.03555728180743878,0.0030136532558590907,-0.01702409617755761,29.412849950405803,ekf,1.2376400452094372,2.8429797072098038,dropout_robust,21.12273116273478,-0.10541653532066957,120.1968026958647,3.6919013343925506,3.91583447434547,1.05,2.8245197555589248,16.159506810261547,-0.10841382419778835,0.10239797721548977,-0.10898684515030377,-0.006708880347061767
0.015848798272450282,-0.01863485725850432,0.010401958785266768,0.03554381730737334,0.0030136532558590907,-0.01718637678790385,30.401074983595816,ekf,1.1538926534114364,2.83564051320943,dropout_robust,21.93102614280213,-0.11044037007796853,120.20197408478386,3.8186139912745483,3.9204977712905578,1.1,2.824262207580352,16.172292392432396,-0.09253956609417005,0.10445757955092434,-0.10887467706961296,-0.005722043225317302
0.015848798272450282,-0.01855880731333251,0.010401958785266768,0.03575032251771028,0.0030136532558590907,-0.017112418915674638,31.468872275837246,ekf,1.080418015634975,2.8354258599842836,dropout_robust,22.739904234014105,-0.11472366473413494,120.20723061939616,3.9510527254452614,3.9254414661977797,1.15,2.8272768698091575,16.182831256046686,-0.0787922201524867,0.10580380494091086,-0.1088920825533819,-0.004868838851462457
0.015848798272450323,-0.01870198395669352,0.010401958785266768,0.03596401366780021,0.00959953370508531,-0.010757706223842138,31.822304123587724,ekf,1.0832078448375035,2.847878104768914,dropout_robust,23.549400554566553,-0.11830406121049744,120.0504741361829,4.046080351935907,3.8733889471134932,1.2,2.839109551800036,16.197021566051212,-0.06442363890201568,-0.07752538340104222,-0.10886718276286711,-0.003977478137229178
