baro_valid,baro_z,gps_valid,gps_x,gps_y,gps_z,imu_ax,imu_ay,imu_az,time_s
0.0,nan,0.0,nan,nan,nan,-0.29834291604170804,-0.22761876471929954,0.14424980234299714,24.65
0.0,nan,0.0,nan,nan,nan,-0.279691367090682,-0.22943004412159748,0.14551755812169123,24.7
0.0,nan,0.0,nan,nan,nan,-0.23656643208588582,-0.1791542288225118,0.21010626141079702,24.75
1.0,126.38123331522459,0.0,nan,nan,nan,-0.25040800848865313,-0.17798925676363375,0.13769591381788593,24.8
0.0,nan,0.0,nan,nan,nan,-0.3089646281517603,-0.20134213193198428,0.20872865548670236,24.85
0.0,nan,0.0,nan,nan,nan,-0.28464173224354694,-0.19795690773088298,0.15026459493000793,24.9
0.0,nan,0.0,nan,nan,nan,-0.1749718401408088,-0.15937984536275923,0.12807140217949503,24.95
1.0,126.80936382627566,1.0,542.5774204810535,56.77602909139884,123.83228098294806,-0.2171533863931649,-0.10744695030890374,0.11038702155552599,25.0
0.0,nan,0.0,nan,nan,nan,-0.20966192338747588,-0.2087548861539456,0.17048050376585114,25.05
0.0,nan,0.0,nan,nan,nan,-0.22773307735960532,-0.15993637812552916,0.2296155248144695,25.1
0.0,nan,0.0,nan,nan,nan,-0.2313194842303591,-0.20823806483807744,0.2798972880258534,25.15
1.0,125.9228287475005,0.0,nan,nan,nan,-0.2945582976732174,-0.10840098100420023,0.17900449837221183,25.2
0.0,nan,0.0,nan,nan,nan,-0.22838522051110272,-0.1720753988067435,0.22650724810247885,25.25
0.0,nan,0.0,nan,nan,nan,-0.23867052744485381,-0.11440838551799878,0.2147866943819238,25.3
0.0,nan,0.0,nan,nan,nan,-0.1654195741813277,-0.10057744289773035,0.14623650822167578,25.35
1.0,125.89137561637483,0.0,nan,nan,nan,-0.21456092862362064,-0.048943525868008736,0.19472547807067692,25.4
0.0,nan,0.0,nan,nan,nan,-0.20619867621660598,-0.07237794530207635,0.16356471993621435,25.45
0.0,nan,0.0,nan,nan,nan,-0.23553623283418096,-0.1578430764246586,0.15294689946782153,25.5
0.0,nan,0.0,nan,nan,nan,-0.1902585720855726,-0.18135015285090317,0.11345557071506943,25.55
1.0,126.63009043641014,0.0,nan,nan,nan,-0.22440376042055638,-0.12260878087760664,0.15186821908597728,25.6
0.0,nan,0.0,nan,nan,nan,-0.2137224330153447,-0.12258728275154605,0.19828856814750545,25.65
